MON,APT,MON
MON,ASL,MON
MON,KVB,MON
MON,MID,MON
MON,MID,APT,OSS,TEQ,MON
MON,MID,APT,OSS,TRB,MON
MON,MID,APT,OSS,TRC,MON
MON,MID,APT,OSS,TRO,MON
MON,OSS,APT,MID,VFB,MON
MON,TEQ,MID,APT,TEN,MON
MON,APT,MID,TEN,TRB,MON
MON,TEN,APT,MID,TRC,MON
MON,TEN,MID,APT,TRO,MON
MON,APT,MID,VFB,TEN,MON
MON,TEQ,MID,APT,TRB,MON
MON,APT,MID,TEQ,TRC,MON
MON,TEQ,MID,APT,TRO,MON
MON,APT,MID,VFB,TEQ,MON
MON,TRC,MID,APT,TRB,MON
MON,TRB,MID,APT,TRO,MON
MON,APT,MID,VFB,TRB,MON
MON,TRC,MID,APT,TRO,MON
MON,TRC,VFB,MID,APT,MON
MON,VFB,MID,APT,TRO,MON
MON,APT,OSC,OSO,NLN,VAL,MON
MON,APT,OSS,OSC,NLN,VAL,MON
MON,NLN,VAL,OSC,APT,TEN,MON
MON,APT,OSC,NLN,VAL,TEQ,MON
MON,APT,OSC,NLN,VAL,TRB,MON
MON,APT,OSC,NLN,VAL,TRC,MON
MON,NLN,VAL,OSC,APT,TRO,MON
MON,APT,OSC,VFB,NLN,VAL,MON
MON,APT,OSE,OSO,NLN,VAL,MON
MON,NLN,VAL,OSE,APT,TRO,MON
MON,APT,OSS,OSO,NLN,VAL,MON
MON,NLN,VAL,OSO,APT,TEN,MON
MON,TEQ,OSO,NLN,VAL,APT,MON
MON,APT,OSO,NLN,VAL,TRB,MON
MON,APT,NLN,VAL,OSO,TRC,MON
MON,NLN,VAL,OSO,APT,TRO,MON
MON,APT,OSO,VFB,NLN,VAL,MON
MON,NLN,VAL,APT,OSS,TEN,MON
MON,NLN,VAL,APT,OSS,TEQ,MON
MON,NLN,VAL,APT,OSS,TRB,MON
MON,TRC,OSS,APT,NLN,VAL,MON
MON,NLN,VAL,OSS,APT,TRO,MON
MON,APT,OSS,VFB,NLN,VAL,MON
MON,TEN,APT,NLN,VAL,TEQ,MON
MON,NLN,VAL,APT,TEN,TRB,MON
MON,TEN,APT,NLN,VAL,TRC,MON
MON,TEN,NLN,VAL,APT,TRO,MON
MON,TEN,VFB,NLN,VAL,APT,MON
MON,TEQ,NLN,VAL,APT,TRB,MON
MON,TRC,TEQ,NLN,VAL,APT,MON
MON,TEQ,NLN,VAL,APT,TRO,MON
MON,TEQ,VFB,NLN,VAL,APT,MON
MON,TRB,APT,NLN,VAL,TRC,MON
MON,TRO,APT,NLN,VAL,TRB,MON
MON,APT,NLN,VAL,VFB,TRB,MON
MON,TRC,NLN,VAL,APT,TRO,MON
MON,APT,NLN,VAL,VFB,TRC,MON
MON,NLN,VAL,VFB,APT,TRO,MON
MON,APT,OSE,OSC,OSO,MON
MON,APT,OSS,OSE,OSC,MON
MON,APT,OSE,OSC,TEN,MON
MON,APT,OSE,OSC,TEQ,MON
MON,APT,OSE,OSC,TRB,MON
MON,APT,OSE,OSC,TRC,MON
MON,TRO,APT,OSE,OSC,MON
MON,APT,OSE,OSC,VFB,MON
MON,APT,OSS,OSC,OSO,MON
MON,TEN,OSO,OSC,APT,MON
MON,APT,OSC,OSO,TEQ,MON
MON,TRB,OSO,OSC,APT,MON
MON,APT,OSC,OSO,TRC,MON
MON,OSO,OSC,APT,TRO,MON
MON,APT,OSC,OSO,VFB,MON
MON,OSC,APT,OSS,TEN,MON
MON,OSC,APT,OSS,TEQ,MON
MON,OSC,APT,OSS,TRB,MON
MON,OSC,APT,OSS,TRC,MON
MON,OSC,OSS,APT,TRO,MON
MON,APT,OSS,OSC,VFB,MON
MON,TEN,APT,OSC,TEQ,MON
MON,APT,OSC,TEN,TRB,MON
MON,TEN,APT,OSC,TRC,MON
MON,TEN,OSC,APT,TRO,MON
MON,APT,OSC,VFB,TEN,MON
MON,TEQ,OSC,APT,TRB,MON
MON,APT,OSC,TEQ,TRC,MON
MON,TEQ,OSC,APT,TRO,MON
MON,APT,OSC,VFB,TEQ,MON
MON,TRC,OSC,APT,TRB,MON
MON,TRB,OSC,APT,TRO,MON
MON,APT,OSC,VFB,TRB,MON
MON,TRC,OSC,APT,TRO,MON
MON,APT,OSC,VFB,TRC,MON
MON,TRO,APT,OSC,VFB,MON
MON,APT,OSS,OSE,OSO,MON
MON,APT,OSE,OSO,TEN,MON
MON,APT,OSE,OSO,TEQ,MON
MON,APT,OSE,OSO,TRB,MON
MON,APT,OSE,OSO,TRC,MON
MON,OSO,OSE,APT,TRO,MON
MON,APT,OSE,OSO,VFB,MON
MON,TEN,OSS,APT,OSE,MON
MON,TEQ,OSS,APT,OSE,MON
MON,TRB,OSS,APT,OSE,MON
MON,TRC,OSS,APT,OSE,MON
MON,APT,OSS,OSE,TRO,MON
MON,APT,OSS,OSE,VFB,MON
MON,TEN,APT,OSE,TEQ,MON
MON,APT,OSE,TEN,TRB,MON
MON,TEN,APT,OSE,TRC,MON
MON,TEN,OSE,APT,TRO,MON
MON,APT,OSE,VFB,TEN,MON
MON,TEQ,OSE,APT,TRB,MON
MON,APT,OSE,TEQ,TRC,MON
MON,TEQ,OSE,APT,TRO,MON
MON,APT,OSE,VFB,TEQ,MON
MON,TRB,APT,OSE,TRC,MON
MON,TRB,OSE,APT,TRO,MON
MON,APT,OSE,VFB,TRB,MON
MON,TRC,OSE,APT,TRO,MON
MON,APT,OSE,VFB,TRC,MON
MON,TRO,APT,OSE,VFB,MON
MON,OSO,APT,OSS,TEN,MON
MON,APT,OSS,OSO,TEQ,MON
MON,OSO,APT,OSS,TRB,MON
MON,APT,OSS,OSO,TRC,MON
MON,OSO,OSS,APT,TRO,MON
MON,APT,OSS,OSO,VFB,MON
MON,TEN,APT,OSO,TEQ,MON
MON,TEN,APT,OSO,TRB,MON
MON,TEN,APT,OSO,TRC,MON
MON,TEN,OSO,APT,TRO,MON
MON,APT,OSO,VFB,TEN,MON
MON,TEQ,OSO,APT,TRB,MON
MON,APT,OSO,TEQ,TRC,MON
MON,TEQ,OSO,APT,TRO,MON
MON,APT,OSO,VFB,TEQ,MON
MON,TRC,OSO,APT,TRB,MON
MON,TRB,OSO,APT,TRO,MON
MON,APT,OSO,VFB,TRB,MON
MON,TRC,OSO,APT,TRO,MON
MON,APT,OSO,VFB,TRC,MON
MON,TRO,APT,OSO,VFB,MON
MON,TEN,APT,OSS,TEQ,MON
MON,TEN,APT,OSS,TRB,MON
MON,TEN,APT,OSS,TRC,MON
MON,TEN,OSS,APT,TRO,MON
MON,TEN,VFB,OSS,APT,MON
MON,TEQ,OSS,APT,TRB,MON
MON,APT,OSS,TEQ,TRC,MON
MON,TEQ,OSS,APT,TRO,MON
MON,APT,OSS,VFB,TEQ,MON
MON,TRC,OSS,APT,TRB,MON
MON,TRB,OSS,APT,TRO,MON
MON,TRB,OSS,APT,VFB,MON
MON,TRC,OSS,APT,TRO,MON
MON,APT,OSS,VFB,TRC,MON
MON,TRO,APT,OSS,VFB,MON
MON,TEQ,APT,TEN,TRB,MON
MON,TEN,APT,TEQ,TRC,MON
MON,TEQ,TEN,APT,TRO,MON
MON,TEN,APT,VFB,TEQ,MON
MON,TRB,TEN,APT,TRC,MON
MON,TRB,TEN,APT,TRO,MON
MON,APT,VFB,TEN,TRB,MON
MON,TRC,TEN,APT,TRO,MON
MON,TEN,APT,VFB,TRC,MON
MON,TEN,VFB,APT,TRO,MON
MON,TRC,TEQ,APT,TRB,MON
MON,TRO,TRB,APT,TEQ,MON
MON,TEQ,VFB,APT,TRB,MON
MON,TRC,TEQ,APT,TRO,MON
MON,APT,VFB,TEQ,TRC,MON
MON,TEQ,VFB,APT,TRO,MON
MON,TRC,APT,TRB,TRO,MON
MON,TRB,APT,VFB,TRC,MON
MON,TRB,VFB,APT,TRO,MON
MON,TRC,VFB,APT,TRO,MON
MON,KVB,NLN,VAL,ASL,MID,MON
MON,KVB,ASL,MID,OSC,MON
MON,OSE,MID,ASL,KVB,MON
MON,OSO,MID,ASL,KVB,MON
MON,KVB,ASL,MID,OSS,MON
MON,KVB,ASL,MID,TEN,MON
MON,MID,ASL,KVB,TEQ,MON
MON,TRB,MID,ASL,KVB,MON
MON,MID,ASL,KVB,TRC,MON
MON,KVB,ASL,MID,TRO,MON
MON,KVB,ASL,MID,VFB,MON
MON,KVB,NLN,VAL,ASL,OSC,MON
MON,OSO,ASL,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,ASL,OSS,MON
MON,KVB,ASL,NLN,VAL,TEN,MON
MON,KVB,ASL,NLN,VAL,TEQ,MON
MON,KVB,ASL,NLN,VAL,TRB,MON
MON,KVB,ASL,NLN,VAL,TRC,MON
MON,KVB,ASL,NLN,VAL,TRO,MON
MON,KVB,NLN,VAL,ASL,VFB,MON
MON,KVB,ASL,OSC,OSE,MON
MON,KVB,ASL,OSC,OSO,MON
MON,KVB,ASL,OSC,OSS,MON
MON,KVB,ASL,OSC,TEN,MON
MON,TEQ,KVB,ASL,OSC,MON
MON,KVB,ASL,OSC,TRB,MON
MON,OSC,ASL,KVB,TRC,MON
MON,KVB,ASL,OSC,TRO,MON
MON,KVB,ASL,OSC,VFB,MON
MON,KVB,ASL,OSO,OSE,MON
MON,KVB,ASL,OSE,OSS,MON
MON,TEN,OSE,ASL,KVB,MON
MON,OSE,ASL,KVB,TEQ,MON
MON,KVB,ASL,OSE,TRB,MON
MON,OSE,ASL,KVB,TRC,MON
MON,KVB,ASL,OSE,TRO,MON
MON,KVB,ASL,VFB,OSE,MON
MON,KVB,ASL,OSO,OSS,MON
MON,KVB,ASL,OSO,TEN,MON
MON,KVB,ASL,OSO,TEQ,MON
MON,KVB,ASL,OSO,TRB,MON
MON,KVB,ASL,OSO,TRC,MON
MON,KVB,ASL,OSO,TRO,MON
MON,KVB,ASL,VFB,OSO,MON
MON,KVB,ASL,OSS,TEN,MON
MON,KVB,ASL,OSS,TEQ,MON
MON,KVB,ASL,OSS,TRB,MON
MON,KVB,ASL,OSS,TRC,MON
MON,KVB,ASL,OSS,TRO,MON
MON,KVB,ASL,VFB,OSS,MON
MON,TEN,ASL,KVB,TEQ,MON
MON,KVB,ASL,TRB,TEN,MON
MON,TEN,ASL,KVB,TRC,MON
MON,KVB,ASL,TEN,TRO,MON
MON,KVB,ASL,VFB,TEN,MON
MON,TEQ,KVB,ASL,TRB,MON
MON,KVB,ASL,TEQ,TRC,MON
MON,TEQ,KVB,ASL,TRO,MON
MON,KVB,ASL,VFB,TEQ,MON
MON,TRB,ASL,KVB,TRC,MON
MON,KVB,ASL,TRB,TRO,MON
MON,KVB,ASL,VFB,TRB,MON
MON,TRC,KVB,ASL,TRO,MON
MON,KVB,ASL,VFB,TRC,MON
MON,KVB,ASL,VFB,TRO,MON
MON,NLN,VAL,ASL,MID,OSC,MON
MON,NLN,VAL,ASL,MID,OSO,MON
MON,NLN,VAL,ASL,MID,OSS,MON
MON,NLN,VAL,ASL,MID,TEN,MON
MON,MID,ASL,NLN,VAL,TEQ,MON
MON,NLN,VAL,ASL,MID,TRB,MON
MON,MID,ASL,NLN,VAL,TRC,MON
MON,NLN,VAL,ASL,MID,TRO,MON
MON,VFB,MID,ASL,NLN,VAL,MON
MON,ASL,MID,OSE,OSC,MON
MON,ASL,MID,OSC,OSO,MON
MON,ASL,MID,OSS,OSC,MON
MON,TEN,OSC,MID,ASL,MON
MON,OSC,MID,ASL,TEQ,MON
MON,TRB,OSC,MID,ASL,MON
MON,OSC,MID,ASL,TRC,MON
MON,ASL,MID,OSC,TRO,MON
MON,OSC,MID,ASL,VFB,MON
MON,ASL,MID,OSE,OSO,MON
MON,ASL,MID,OSS,OSE,MON
MON,ASL,MID,OSE,TEN,MON
MON,OSE,MID,ASL,TEQ,MON
MON,ASL,MID,OSE,TRB,MON
MON,OSE,MID,ASL,TRC,MON
MON,ASL,MID,OSE,TRO,MON
MON,OSE,MID,ASL,VFB,MON
MON,OSS,MID,ASL,OSO,MON
MON,TEN,OSO,MID,ASL,MON
MON,TEQ,OSO,MID,ASL,MON
MON,TRB,OSO,MID,ASL,MON
MON,ASL,MID,OSO,TRC,MON
MON,TRO,OSO,MID,ASL,MON
MON,OSO,MID,ASL,VFB,MON
MON,ASL,MID,OSS,TEN,MON
MON,ASL,MID,OSS,TEQ,MON
MON,ASL,MID,OSS,TRB,MON
MON,ASL,MID,OSS,TRC,MON
MON,ASL,MID,OSS,TRO,MON
MON,OSS,MID,ASL,VFB,MON
MON,TEN,MID,ASL,TEQ,MON
MON,ASL,MID,TEN,TRB,MON
MON,TEN,MID,ASL,TRC,MON
MON,TEN,ASL,MID,TRO,MON
MON,ASL,MID,VFB,TEN,MON
MON,TEQ,ASL,MID,TRB,MON
MON,MID,ASL,TEQ,TRC,MON
MON,TEQ,ASL,MID,TRO,MON
MON,ASL,MID,VFB,TEQ,MON
MON,TRB,MID,ASL,TRC,MON
MON,TRB,ASL,MID,TRO,MON
MON,ASL,MID,VFB,TRB,MON
MON,TRC,ASL,MID,TRO,MON
MON,TRC,VFB,MID,ASL,MON
MON,TRO,MID,ASL,VFB,MON
MON,NLN,VAL,ASL,OSC,OSO,MON
MON,NLN,VAL,ASL,OSC,OSS,MON
MON,TEN,OSC,ASL,NLN,VAL,MON
MON,OSC,ASL,NLN,VAL,TEQ,MON
MON,TRB,OSC,ASL,NLN,VAL,MON
MON,OSC,ASL,NLN,VAL,TRC,MON
MON,NLN,VAL,ASL,OSC,TRO,MON
MON,NLN,VAL,ASL,OSC,VFB,MON
MON,NLN,VAL,ASL,OSO,OSS,MON
MON,TEN,OSO,ASL,NLN,VAL,MON
MON,NLN,VAL,ASL,OSO,TEQ,MON
MON,NLN,VAL,ASL,OSO,TRB,MON
MON,NLN,VAL,ASL,OSO,TRC,MON
MON,NLN,VAL,ASL,OSO,TRO,MON
MON,NLN,VAL,ASL,VFB,OSO,MON
MON,NLN,VAL,ASL,OSS,TEN,MON
MON,NLN,VAL,ASL,OSS,TEQ,MON
MON,NLN,VAL,ASL,OSS,TRB,MON
MON,NLN,VAL,ASL,OSS,TRC,MON
MON,TRO,OSS,ASL,NLN,VAL,MON
MON,OSS,ASL,NLN,VAL,VFB,MON
MON,TEN,ASL,NLN,VAL,TEQ,MON
MON,TEN,TRB,ASL,NLN,VAL,MON
MON,TEN,ASL,NLN,VAL,TRC,MON
MON,NLN,VAL,ASL,TEN,TRO,MON
MON,NLN,VAL,ASL,VFB,TEN,MON
MON,TEQ,NLN,VAL,ASL,TRB,MON
MON,NLN,VAL,ASL,TEQ,TRC,MON
MON,TEQ,NLN,VAL,ASL,TRO,MON
MON,NLN,VAL,ASL,VFB,TEQ,MON
MON,TRB,ASL,NLN,VAL,TRC,MON
MON,NLN,VAL,ASL,TRB,TRO,MON
MON,NLN,VAL,ASL,VFB,TRB,MON
MON,TRO,ASL,NLN,VAL,TRC,MON
MON,NLN,VAL,ASL,VFB,TRC,MON
MON,NLN,VAL,ASL,VFB,TRO,MON
MON,ASL,OSC,OSE,OSO,MON
MON,ASL,OSC,OSE,OSS,MON
MON,ASL,OSC,OSE,TEN,MON
MON,OSE,OSC,ASL,TEQ,MON
MON,OSE,OSC,ASL,TRC,MON
MON,ASL,OSC,OSE,TRO,MON
MON,OSE,OSC,ASL,VFB,MON
MON,ASL,OSO,OSC,OSS,MON
MON,TEN,OSO,OSC,ASL,MON
MON,ASL,OSC,OSO,TEQ,MON
MON,TRB,OSO,OSC,ASL,MON
MON,ASL,OSC,OSO,TRC,MON
MON,ASL,OSC,OSO,TRO,MON
MON,OSO,OSC,ASL,VFB,MON
MON,ASL,OSC,OSS,TEN,MON
MON,ASL,OSC,OSS,TEQ,MON
MON,ASL,OSC,OSS,TRB,MON
MON,ASL,OSC,OSS,TRC,MON
MON,ASL,OSC,OSS,TRO,MON
MON,OSS,OSC,ASL,VFB,MON
MON,TEN,OSC,ASL,TEQ,MON
MON,ASL,OSC,TEN,TRB,MON
MON,TEN,OSC,ASL,TRC,MON
MON,TEN,ASL,OSC,TRO,MON
MON,OSC,ASL,VFB,TEN,MON
MON,TEQ,ASL,OSC,TRB,MON
MON,TRC,TEQ,ASL,OSC,MON
MON,TEQ,ASL,OSC,TRO,MON
MON,OSC,ASL,VFB,TEQ,MON
MON,TRB,OSC,ASL,TRC,MON
MON,TRB,ASL,OSC,TRO,MON
MON,TRB,VFB,ASL,OSC,MON
MON,TRC,ASL,OSC,TRO,MON
MON,OSC,ASL,VFB,TRC,MON
MON,TRO,OSC,ASL,VFB,MON
MON,OSS,OSE,OSO,ASL,MON
MON,TEN,OSE,OSO,ASL,MON
MON,ASL,OSE,OSO,TEQ,MON
MON,ASL,OSE,OSO,TRB,MON
MON,ASL,OSE,OSO,TRC,MON
MON,ASL,OSO,OSE,TRO,MON
MON,ASL,VFB,OSO,OSE,MON
MON,ASL,OSE,OSS,TEN,MON
MON,ASL,OSE,OSS,TEQ,MON
MON,ASL,OSE,OSS,TRC,MON
MON,ASL,OSE,OSS,TRO,MON
MON,OSS,OSE,ASL,VFB,MON
MON,TEN,OSE,ASL,TEQ,MON
MON,TEN,OSE,ASL,TRC,MON
MON,TEN,ASL,OSE,TRO,MON
MON,OSE,ASL,VFB,TEN,MON
MON,OSE,ASL,TEQ,TRC,MON
MON,TEQ,ASL,OSE,TRO,MON
MON,OSE,ASL,VFB,TEQ,MON
MON,TRB,ASL,OSE,TRO,MON
MON,TRC,ASL,OSE,TRO,MON
MON,OSE,ASL,VFB,TRC,MON
MON,TRO,OSE,ASL,VFB,MON
MON,TEN,OSS,OSO,ASL,MON
MON,OSS,ASL,OSO,TEQ,MON
MON,ASL,OSO,OSS,TRB,MON
MON,OSS,ASL,OSO,TRC,MON
MON,ASL,OSO,OSS,TRO,MON
MON,ASL,VFB,OSO,OSS,MON
MON,TEQ,OSO,ASL,TEN,MON
MON,ASL,OSO,TRB,TEN,MON
MON,TEN,ASL,OSO,TRC,MON
MON,TEN,ASL,OSO,TRO,MON
MON,OSO,ASL,VFB,TEN,MON
MON,TEQ,OSO,ASL,TRB,MON
MON,ASL,OSO,TEQ,TRC,MON
MON,TEQ,OSO,ASL,TRO,MON
MON,ASL,VFB,OSO,TEQ,MON
MON,TRB,ASL,OSO,TRC,MON
MON,TRO,TRB,OSO,ASL,MON
MON,OSO,ASL,VFB,TRB,MON
MON,TRC,OSO,ASL,TRO,MON
MON,ASL,VFB,OSO,TRC,MON
MON,ASL,VFB,OSO,TRO,MON
MON,TEN,OSS,ASL,TEQ,MON
MON,TEN,TRB,OSS,ASL,MON
MON,TEN,OSS,ASL,TRC,MON
MON,ASL,OSS,TEN,TRO,MON
MON,TEN,OSS,ASL,VFB,MON
MON,TEQ,ASL,OSS,TRB,MON
MON,ASL,OSS,TEQ,TRC,MON
MON,TEQ,OSS,ASL,TRO,MON
MON,OSS,ASL,VFB,TEQ,MON
MON,TRB,OSS,ASL,TRC,MON
MON,ASL,OSS,TRB,TRO,MON
MON,TRB,OSS,ASL,VFB,MON
MON,TRC,OSS,ASL,TRO,MON
MON,OSS,ASL,VFB,TRC,MON
MON,TRO,OSS,ASL,VFB,MON
MON,TEN,TRB,ASL,TEQ,MON
MON,TEN,ASL,TEQ,TRC,MON
MON,TEQ,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,TEQ,MON
MON,TEN,TRB,ASL,TRC,MON
MON,ASL,TEN,TRB,TRO,MON
MON,ASL,VFB,TEN,TRB,MON
MON,TRC,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,TRC,MON
MON,ASL,VFB,TEN,TRO,MON
MON,TRB,ASL,TEQ,TRC,MON
MON,TEQ,ASL,TRB,TRO,MON
MON,TEQ,VFB,ASL,TRB,MON
MON,TRC,TEQ,ASL,TRO,MON
MON,TEQ,ASL,VFB,TRC,MON
MON,TEQ,VFB,ASL,TRO,MON
MON,TRC,ASL,TRB,TRO,MON
MON,TRB,ASL,VFB,TRC,MON
MON,ASL,VFB,TRB,TRO,MON
MON,TRC,VFB,ASL,TRO,MON
MON,KVB,NLN,VAL,MID,OSC,MON
MON,OSE,MID,NLN,VAL,KVB,MON
MON,OSO,MID,NLN,VAL,KVB,MON
MON,OSS,MID,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,MID,TEN,MON
MON,MID,NLN,VAL,KVB,TEQ,MON
MON,TRB,MID,NLN,VAL,KVB,MON
MON,MID,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,MID,TRO,MON
MON,KVB,NLN,VAL,MID,VFB,MON
MON,KVB,MID,OSE,OSC,MON
MON,KVB,MID,OSC,OSO,MON
MON,KVB,MID,OSS,OSC,MON
MON,KVB,MID,OSC,TEN,MON
MON,OSC,MID,KVB,TEQ,MON
MON,TRB,OSC,MID,KVB,MON
MON,OSC,MID,KVB,TRC,MON
MON,KVB,MID,OSC,TRO,MON
MON,VFB,OSC,MID,KVB,MON
MON,KVB,MID,OSE,OSO,MON
MON,KVB,MID,OSS,OSE,MON
MON,KVB,MID,OSE,TEN,MON
MON,OSE,MID,KVB,TEQ,MON
MON,KVB,MID,OSE,TRB,MON
MON,OSE,MID,KVB,TRC,MON
MON,KVB,MID,OSE,TRO,MON
MON,OSE,MID,KVB,VFB,MON
MON,KVB,MID,OSS,OSO,MON
MON,TEN,OSO,MID,KVB,MON
MON,TEQ,OSO,MID,KVB,MON
MON,TRB,OSO,MID,KVB,MON
MON,KVB,MID,OSO,TRC,MON
MON,KVB,MID,OSO,TRO,MON
MON,KVB,MID,OSO,VFB,MON
MON,KVB,MID,OSS,TEN,MON
MON,KVB,MID,OSS,TEQ,MON
MON,KVB,MID,OSS,TRB,MON
MON,TRC,OSS,MID,KVB,MON
MON,KVB,MID,OSS,TRO,MON
MON,OSS,MID,KVB,VFB,MON
MON,TEN,MID,KVB,TEQ,MON
MON,KVB,MID,TEN,TRB,MON
MON,TEN,MID,KVB,TRC,MON
MON,KVB,MID,TEN,TRO,MON
MON,TEN,VFB,MID,KVB,MON
MON,TEQ,KVB,MID,TRB,MON
MON,MID,KVB,TEQ,TRC,MON
MON,TEQ,KVB,MID,TRO,MON
MON,KVB,MID,VFB,TEQ,MON
MON,TRB,MID,KVB,TRC,MON
MON,KVB,MID,TRB,TRO,MON
MON,KVB,MID,VFB,TRB,MON
MON,TRC,KVB,MID,TRO,MON
MON,TRC,VFB,MID,KVB,MON
MON,KVB,MID,VFB,TRO,MON
MON,KVB,NLN,VAL,OSC,OSE,MON
MON,OSO,OSC,NLN,VAL,KVB,MON
MON,OSS,OSC,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSC,TEN,MON
MON,OSC,NLN,VAL,KVB,TEQ,MON
MON,KVB,NLN,VAL,OSC,TRB,MON
MON,OSC,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,OSC,TRO,MON
MON,OSC,VFB,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSO,OSE,MON
MON,OSS,OSE,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSE,TEN,MON
MON,OSE,NLN,VAL,KVB,TEQ,MON
MON,TRC,KVB,NLN,VAL,OSE,MON
MON,KVB,NLN,VAL,OSE,TRO,MON
MON,KVB,NLN,VAL,VFB,OSE,MON
MON,KVB,NLN,VAL,OSO,OSS,MON
MON,KVB,NLN,VAL,OSO,TEN,MON
MON,KVB,NLN,VAL,OSO,TEQ,MON
MON,KVB,NLN,VAL,OSO,TRB,MON
MON,TRC,OSO,NLN,VAL,KVB,MON
MON,TRO,OSO,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,VFB,OSO,MON
MON,TEN,OSS,NLN,VAL,KVB,MON
MON,TEQ,OSS,NLN,VAL,KVB,MON
MON,TRB,OSS,NLN,VAL,KVB,MON
MON,TRC,OSS,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSS,TRO,MON
MON,KVB,NLN,VAL,VFB,OSS,MON
MON,TEN,NLN,VAL,KVB,TEQ,MON
MON,TEN,TRB,NLN,VAL,KVB,MON
MON,TEN,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,TEN,TRO,MON
MON,KVB,NLN,VAL,VFB,TEN,MON
MON,TEQ,KVB,NLN,VAL,TRB,MON
MON,KVB,NLN,VAL,TEQ,TRC,MON
MON,TEQ,KVB,NLN,VAL,TRO,MON
MON,TEQ,VFB,NLN,VAL,KVB,MON
MON,TRC,KVB,NLN,VAL,TRB,MON
MON,TRO,TRB,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,VFB,TRB,MON
MON,TRC,KVB,NLN,VAL,TRO,MON
MON,KVB,NLN,VAL,VFB,TRC,MON
MON,KVB,NLN,VAL,VFB,TRO,MON
MON,KVB,OSO,OSC,OSE,MON
MON,OSS,OSE,OSC,KVB,MON
MON,KVB,OSC,OSE,TEN,MON
MON,TEQ,KVB,OSC,OSE,MON
MON,KVB,OSC,OSE,TRB,MON
MON,TRC,KVB,OSC,OSE,MON
MON,KVB,OSC,OSE,TRO,MON
MON,KVB,VFB,OSC,OSE,MON
MON,KVB,OSO,OSC,OSS,MON
MON,TEN,OSO,OSC,KVB,MON
MON,TEQ,OSO,OSC,KVB,MON
MON,KVB,OSC,OSO,TRB,MON
MON,KVB,OSC,OSO,TRC,MON
MON,KVB,OSC,OSO,TRO,MON
MON,KVB,VFB,OSO,OSC,MON
MON,TEN,OSS,OSC,KVB,MON
MON,TEQ,OSS,OSC,KVB,MON
MON,TRB,OSS,OSC,KVB,MON
MON,TRC,OSS,OSC,KVB,MON
MON,KVB,OSC,OSS,TRO,MON
MON,KVB,VFB,OSC,OSS,MON
MON,TEN,OSC,KVB,TEQ,MON
MON,TRB,TEN,OSC,KVB,MON
MON,TEN,OSC,KVB,TRC,MON
MON,KVB,OSC,TEN,TRO,MON
MON,KVB,OSC,VFB,TEN,MON
MON,TEQ,KVB,OSC,TRB,MON
MON,OSC,KVB,TEQ,TRC,MON
MON,TEQ,KVB,OSC,TRO,MON
MON,TEQ,VFB,OSC,KVB,MON
MON,TRB,OSC,KVB,TRC,MON
MON,KVB,OSC,TRB,TRO,MON
MON,KVB,OSC,VFB,TRB,MON
MON,TRC,KVB,OSC,TRO,MON
MON,KVB,OSC,VFB,TRC,MON
MON,KVB,VFB,OSC,TRO,MON
MON,KVB,OSO,OSE,OSS,MON
MON,KVB,OSO,OSE,TEN,MON
MON,TEQ,OSO,OSE,KVB,MON
MON,KVB,OSO,OSE,TRB,MON
MON,KVB,OSE,OSO,TRC,MON
MON,KVB,OSO,OSE,TRO,MON
MON,KVB,VFB,OSO,OSE,MON
MON,KVB,OSE,OSS,TEN,MON
MON,KVB,OSE,OSS,TEQ,MON
MON,KVB,OSE,OSS,TRB,MON
MON,KVB,OSE,OSS,TRC,MON
MON,KVB,OSE,OSS,TRO,MON
MON,KVB,VFB,OSE,OSS,MON
MON,TEN,OSE,KVB,TEQ,MON
MON,KVB,OSE,TEN,TRB,MON
MON,TEN,OSE,KVB,TRC,MON
MON,TEN,KVB,OSE,TRO,MON
MON,OSE,KVB,VFB,TEN,MON
MON,TEQ,KVB,OSE,TRB,MON
MON,OSE,KVB,TEQ,TRC,MON
MON,TEQ,KVB,OSE,TRO,MON
MON,OSE,KVB,VFB,TEQ,MON
MON,TRB,OSE,KVB,TRC,MON
MON,TRB,KVB,OSE,TRO,MON
MON,OSE,KVB,VFB,TRB,MON
MON,TRC,KVB,OSE,TRO,MON
MON,OSE,KVB,VFB,TRC,MON
MON,KVB,VFB,OSE,TRO,MON
MON,TEN,OSS,OSO,KVB,MON
MON,TEQ,OSS,OSO,KVB,MON
MON,TRB,OSS,OSO,KVB,MON
MON,TRC,OSS,OSO,KVB,MON
MON,KVB,OSO,OSS,TRO,MON
