MON,APT,MON
MON,ASL,MON
MON,DAB,MON
MON,DSA,MON
MON,DSS,MON
MON,GFAGFB,MON
MON,GFC,MON
MON,KVB,MON
MON,MID,MON
MON,NLNVAL,MON
MON,OSC,MON
MON,OSE,MON
MON,OSOVFB,MON
MON,OSS,MON
MON,STASTB,MON
MON,STC,MON
MON,TENTRB,MON
MON,TEQTRC,MON
MON,TRO,MON
MON,GFC,KVB,OSE,MON
MON,GFC,KVB,OSOVFB,MON
MON,GFC,KVB,OSS,MON
MON,GFC,KVB,STASTB,MON
MON,GFC,KVB,STC,MON
MON,GFC,KVB,TENTRB,MON
MON,GFC,KVB,TEQTRC,MON
MON,GFC,KVB,TRO,MON
MON,GFC,MID,NLNVAL,MON
MON,GFC,MID,OSC,MON
MON,GFC,MID,OSE,MON
MON,GFC,MID,OSOVFB,MON
MON,GFC,MID,OSS,MON
MON,GFC,MID,STASTB,MON
MON,GFC,MID,STC,MON
MON,GFC,MID,TENTRB,MON
MON,GFC,MID,TEQTRC,MON
MON,GFC,MID,TRO,MON
MON,GFC,NLNVAL,OSC,MON
MON,GFC,NLNVAL,OSE,MON
MON,GFC,NLNVAL,OSOVFB,MON
MON,GFC,NLNVAL,OSS,MON
MON,GFC,NLNVAL,STC,MON
MON,GFC,NLNVAL,TENTRB,MON
MON,GFC,NLNVAL,TEQTRC,MON
MON,GFC,NLNVAL,TRO,MON
MON,GFC,OSC,OSE,MON
MON,GFC,OSC,OSOVFB,MON
MON,GFC,OSC,OSS,MON
MON,GFC,OSC,STASTB,MON
MON,GFC,OSC,STC,MON
MON,GFC,OSC,TENTRB,MON
MON,GFC,OSC,TEQTRC,MON
MON,GFC,OSC,TRO,MON
MON,GFC,OSE,OSOVFB,MON
MON,GFC,OSE,OSS,MON
MON,GFC,OSE,STC,MON
MON,GFC,OSE,TENTRB,MON
MON,GFC,OSE,TEQTRC,MON
MON,GFC,OSE,TRO,MON
MON,GFC,OSOVFB,OSS,MON
MON,GFC,OSOVFB,STC,MON
MON,GFC,OSOVFB,TENTRB,MON
MON,GFC,OSOVFB,TEQTRC,MON
MON,GFC,OSOVFB,TRO,MON
MON,GFC,OSS,STASTB,MON
MON,GFC,OSS,STC,MON
MON,GFC,OSS,TENTRB,MON
MON,GFC,OSS,TEQTRC,MON
MON,GFC,OSS,TRO,MON
MON,GFC,STASTB,TENTRB,MON
MON,GFC,STASTB,TEQTRC,MON
MON,GFC,STASTB,TRO,MON
MON,GFC,STC,TENTRB,MON
MON,GFC,STC,TEQTRC,MON
MON,GFC,STC,TRO,MON
MON,GFC,TENTRB,TEQTRC,MON
MON,GFC,TENTRB,TRO,MON
MON,GFC,TEQTRC,TRO,MON
MON,KVB,MID,NLNVAL,MON
MON,KVB,MID,OSC,MON
MON,KVB,MID,OSE,MON
MON,KVB,MID,OSOVFB,MON
MON,KVB,MID,OSS,MON
MON,KVB,MID,STASTB,MON
MON,KVB,MID,STC,MON
MON,KVB,MID,TENTRB,MON
MON,KVB,MID,TEQTRC,MON
MON,KVB,MID,TRO,MON
MON,KVB,NLNVAL,OSC,MON
MON,KVB,NLNVAL,OSE,MON
MON,KVB,NLNVAL,OSOVFB,MON
MON,KVB,NLNVAL,OSS,MON
MON,KVB,NLNVAL,STASTB,MON
MON,KVB,NLNVAL,STC,MON
MON,KVB,NLNVAL,TENTRB,MON
MON,KVB,NLNVAL,TEQTRC,MON
MON,KVB,NLNVAL,TRO,MON
MON,KVB,OSC,OSE,MON
MON,KVB,OSC,OSOVFB,MON
MON,KVB,OSC,OSS,MON
MON,KVB,OSC,STASTB,MON
MON,KVB,OSC,STC,MON
MON,KVB,OSC,TENTRB,MON
MON,KVB,OSC,TEQTRC,MON
MON,KVB,OSC,TRO,MON
MON,KVB,OSE,OSOVFB,MON
MON,KVB,OSE,OSS,MON
MON,KVB,OSE,STASTB,MON
MON,KVB,OSE,STC,MON
MON,KVB,OSE,TENTRB,MON
MON,KVB,OSE,TEQTRC,MON
MON,KVB,OSE,TRO,MON
MON,KVB,OSOVFB,OSS,MON
MON,KVB,OSOVFB,STASTB,MON
MON,KVB,OSOVFB,STC,MON
MON,KVB,OSOVFB,TENTRB,MON
MON,KVB,OSOVFB,TEQTRC,MON
MON,KVB,OSOVFB,TRO,MON
MON,KVB,OSS,STASTB,MON
MON,KVB,OSS,STC,MON
MON,KVB,OSS,TENTRB,MON
MON,KVB,OSS,TEQTRC,MON
MON,KVB,OSS,TRO,MON
MON,KVB,STASTB,STC,MON
MON,KVB,STASTB,TENTRB,MON
MON,KVB,STASTB,TEQTRC,MON
MON,KVB,STASTB,TRO,MON
MON,KVB,STC,TENTRB,MON
MON,KVB,STC,TEQTRC,MON
MON,KVB,STC,TRO,MON
MON,KVB,TENTRB,TEQTRC,MON
MON,KVB,TENTRB,TRO,MON
MON,KVB,TEQTRC,TRO,MON
MON,MID,NLNVAL,OSC,MON
MON,MID,NLNVAL,OSE,MON
MON,MID,NLNVAL,OSOVFB,MON
MON,MID,NLNVAL,OSS,MON
MON,MID,NLNVAL,STASTB,MON
MON,MID,NLNVAL,STC,MON
MON,MID,NLNVAL,TENTRB,MON
MON,MID,NLNVAL,TEQTRC,MON
MON,MID,NLNVAL,TRO,MON
MON,MID,OSC,OSE,MON
MON,MID,OSC,OSOVFB,MON
MON,MID,OSC,OSS,MON
MON,MID,OSC,STASTB,MON
MON,MID,OSC,STC,MON
MON,MID,OSC,TENTRB,MON
MON,MID,OSC,TEQTRC,MON
MON,MID,OSC,TRO,MON
MON,MID,OSE,OSOVFB,MON
MON,MID,OSE,OSS,MON
MON,MID,OSE,STASTB,MON
MON,MID,OSE,STC,MON
MON,MID,OSE,TENTRB,MON
MON,MID,OSE,TEQTRC,MON
MON,MID,OSE,TRO,MON
MON,MID,OSOVFB,OSS,MON
MON,MID,OSOVFB,STASTB,MON
MON,MID,OSOVFB,STC,MON
MON,MID,OSOVFB,TENTRB,MON
MON,MID,OSOVFB,TEQTRC,MON
MON,MID,OSOVFB,TRO,MON
MON,MID,OSS,STASTB,MON
MON,MID,OSS,STC,MON
MON,MID,OSS,TENTRB,MON
MON,MID,OSS,TEQTRC,MON
MON,MID,OSS,TRO,MON
MON,MID,STASTB,STC,MON
MON,MID,STASTB,TENTRB,MON
MON,MID,STASTB,TEQTRC,MON
MON,MID,STASTB,TRO,MON
MON,MID,STC,TENTRB,MON
MON,MID,STC,TEQTRC,MON
MON,MID,STC,TRO,MON
MON,MID,TENTRB,TEQTRC,MON
MON,MID,TENTRB,TRO,MON
MON,MID,TEQTRC,TRO,MON
MON,NLNVAL,OSC,OSE,MON
MON,NLNVAL,OSC,OSOVFB,MON
MON,NLNVAL,OSC,OSS,MON
MON,NLNVAL,OSC,STASTB,MON
MON,NLNVAL,OSC,STC,MON
MON,NLNVAL,OSC,TENTRB,MON
MON,NLNVAL,OSC,TEQTRC,MON
MON,NLNVAL,OSC,TRO,MON
MON,NLNVAL,OSE,OSOVFB,MON
MON,NLNVAL,OSE,OSS,MON
MON,NLNVAL,OSE,STC,MON
MON,NLNVAL,OSE,TENTRB,MON
MON,NLNVAL,OSE,TEQTRC,MON
MON,NLNVAL,OSE,TRO,MON
MON,NLNVAL,OSOVFB,OSS,MON
MON,NLNVAL,OSOVFB,STC,MON
MON,NLNVAL,OSOVFB,TENTRB,MON
MON,NLNVAL,OSOVFB,TEQTRC,MON
MON,NLNVAL,OSOVFB,TRO,MON
MON,NLNVAL,OSS,STASTB,MON
MON,NLNVAL,OSS,STC,MON
MON,NLNVAL,OSS,TENTRB,MON
MON,NLNVAL,OSS,TEQTRC,MON
MON,NLNVAL,OSS,TRO,MON
MON,NLNVAL,STASTB,TENTRB,MON
MON,NLNVAL,STASTB,TRO,MON
MON,NLNVAL,STC,TENTRB,MON
MON,NLNVAL,STC,TEQTRC,MON
MON,NLNVAL,STC,TRO,MON
MON,NLNVAL,TENTRB,TEQTRC,MON
MON,NLNVAL,TENTRB,TRO,MON
MON,NLNVAL,TEQTRC,TRO,MON
MON,OSC,OSE,OSOVFB,MON
MON,OSC,OSE,OSS,MON
MON,OSC,OSE,STC,MON
MON,OSC,OSE,TENTRB,MON
MON,OSC,OSE,TEQTRC,MON
MON,OSC,OSE,TRO,MON
MON,OSC,OSOVFB,OSS,MON
MON,OSC,OSOVFB,STASTB,MON
MON,OSC,OSOVFB,STC,MON
MON,OSC,OSOVFB,TENTRB,MON
MON,OSC,OSOVFB,TEQTRC,MON
MON,OSC,OSOVFB,TRO,MON
MON,OSC,OSS,STASTB,MON
MON,OSC,OSS,STC,MON
MON,OSC,OSS,TENTRB,MON
MON,OSC,OSS,TEQTRC,MON
MON,OSC,OSS,TRO,MON
MON,OSC,STASTB,STC,MON
MON,OSC,STASTB,TENTRB,MON
MON,OSC,STASTB,TEQTRC,MON
MON,OSC,STASTB,TRO,MON
MON,OSC,STC,TENTRB,MON
MON,OSC,STC,TEQTRC,MON
MON,OSC,STC,TRO,MON
MON,OSC,TENTRB,TEQTRC,MON
MON,OSC,TENTRB,TRO,MON
MON,OSC,TEQTRC,TRO,MON
MON,OSE,OSOVFB,OSS,MON
MON,OSE,OSOVFB,STC,MON
MON,OSE,OSOVFB,TENTRB,MON
MON,OSE,OSOVFB,TEQTRC,MON
MON,OSE,OSOVFB,TRO,MON
MON,OSE,OSS,STC,MON
MON,OSE,OSS,TENTRB,MON
MON,OSE,OSS,TEQTRC,MON
MON,OSE,OSS,TRO,MON
MON,OSE,STASTB,TRO,MON
MON,OSE,STC,TENTRB,MON
MON,OSE,STC,TEQTRC,MON
MON,OSE,STC,TRO,MON
MON,OSE,TENTRB,TEQTRC,MON
MON,OSE,TENTRB,TRO,MON
MON,OSE,TEQTRC,TRO,MON
MON,OSOVFB,OSS,STASTB,MON
MON,OSOVFB,OSS,STC,MON
MON,OSOVFB,OSS,TENTRB,MON
MON,OSOVFB,OSS,TEQTRC,MON
MON,OSOVFB,OSS,TRO,MON
MON,OSOVFB,STASTB,TENTRB,MON
MON,OSOVFB,STASTB,TRO,MON
MON,OSOVFB,STC,TENTRB,MON
MON,OSOVFB,STC,TEQTRC,MON
MON,OSOVFB,STC,TRO,MON
MON,OSOVFB,TENTRB,TEQTRC,MON
MON,OSOVFB,TENTRB,TRO,MON
MON,OSOVFB,TEQTRC,TRO,MON
MON,OSS,STASTB,STC,MON
MON,OSS,STASTB,TENTRB,MON
MON,OSS,STASTB,TEQTRC,MON
MON,OSS,STASTB,TRO,MON
MON,OSS,STC,TENTRB,MON
MON,OSS,STC,TEQTRC,MON
MON,OSS,STC,TRO,MON
MON,OSS,TENTRB,TEQTRC,MON
MON,OSS,TENTRB,TRO,MON
MON,OSS,TEQTRC,TRO,MON
MON,STASTB,STC,TENTRB,MON
MON,STASTB,STC,TRO,MON
MON,STASTB,TENTRB,TEQTRC,MON
MON,STASTB,TENTRB,TRO,MON
MON,STASTB,TEQTRC,TRO,MON
MON,STC,TENTRB,TEQTRC,MON
MON,STC,TENTRB,TRO,MON
MON,STC,TEQTRC,TRO,MON
MON,TENTRB,TEQTRC,TRO,MON
MON,APT,ASL,DAB,KVB,MON
MON,APT,ASL,DAB,MID,MON
MON,APT,ASL,DAB,TRO,MON
MON,APT,ASL,DSA,GFC,MON
MON,APT,ASL,DSA,KVB,MON
MON,APT,ASL,DSA,MID,MON
MON,APT,ASL,DSA,OSC,MON
MON,APT,ASL,DSA,OSS,MON
MON,APT,ASL,DSA,TENTRB,MON
MON,APT,ASL,DSA,TEQTRC,MON
MON,APT,ASL,DSA,TRO,MON
MON,APT,ASL,DSS,GFC,MON
MON,APT,ASL,DSS,KVB,MON
MON,APT,ASL,DSS,MID,MON
MON,APT,ASL,DSS,OSC,MON
MON,APT,ASL,DSS,OSS,MON
MON,APT,ASL,DSS,TENTRB,MON
MON,APT,ASL,DSS,TEQTRC,MON
MON,APT,ASL,DSS,TRO,MON
MON,APT,ASL,GFC,KVB,MON
MON,APT,ASL,GFC,MID,MON
MON,APT,ASL,GFC,NLNVAL,MON
MON,APT,ASL,GFC,OSC,MON
MON,APT,ASL,GFC,OSOVFB,MON
MON,APT,ASL,GFC,OSS,MON
MON,APT,ASL,GFC,STC,MON
MON,APT,ASL,GFC,TENTRB,MON
MON,APT,ASL,GFC,TEQTRC,MON
MON,APT,ASL,GFC,TRO,MON
MON,APT,ASL,KVB,MID,MON
MON,APT,ASL,KVB,NLNVAL,MON
MON,APT,ASL,KVB,OSC,MON
MON,APT,ASL,KVB,OSE,MON
MON,APT,ASL,KVB,OSOVFB,MON
MON,APT,ASL,KVB,OSS,MON
MON,APT,ASL,KVB,STC,MON
MON,APT,ASL,KVB,TENTRB,MON
MON,APT,ASL,KVB,TEQTRC,MON
MON,APT,ASL,KVB,TRO,MON
MON,APT,ASL,MID,NLNVAL,MON
MON,APT,ASL,MID,OSC,MON
MON,APT,ASL,MID,OSE,MON
MON,APT,ASL,MID,OSOVFB,MON
MON,APT,ASL,MID,OSS,MON
MON,APT,ASL,MID,STC,MON
MON,APT,ASL,MID,TENTRB,MON
MON,APT,ASL,MID,TEQTRC,MON
MON,APT,ASL,MID,TRO,MON
MON,APT,ASL,NLNVAL,OSC,MON
MON,APT,ASL,NLNVAL,OSS,MON
MON,APT,ASL,NLNVAL,TENTRB,MON
MON,APT,ASL,NLNVAL,TEQTRC,MON
MON,APT,ASL,NLNVAL,TRO,MON
MON,APT,ASL,OSC,OSE,MON
MON,APT,ASL,OSC,OSOVFB,MON
MON,APT,ASL,OSC,OSS,MON
MON,APT,ASL,OSC,STC,MON
MON,APT,ASL,OSC,TENTRB,MON
MON,APT,ASL,OSC,TEQTRC,MON
MON,APT,ASL,OSC,TRO,MON
MON,APT,ASL,OSE,OSS,MON
MON,APT,ASL,OSE,TRO,MON
MON,APT,ASL,OSOVFB,OSS,MON
MON,APT,ASL,OSOVFB,TENTRB,MON
MON,APT,ASL,OSOVFB,TEQTRC,MON
MON,APT,ASL,OSOVFB,TRO,MON
MON,APT,ASL,OSS,STC,MON
MON,APT,ASL,OSS,TENTRB,MON
MON,APT,ASL,OSS,TEQTRC,MON
MON,APT,ASL,OSS,TRO,MON
MON,APT,ASL,STC,TENTRB,MON
MON,APT,ASL,STC,TEQTRC,MON
MON,APT,ASL,STC,TRO,MON
MON,APT,ASL,TENTRB,TEQTRC,MON
MON,APT,ASL,TENTRB,TRO,MON
MON,APT,ASL,TEQTRC,TRO,MON
MON,APT,DAB,DSA,TRO,MON
MON,APT,DAB,DSS,TRO,MON
MON,APT,DAB,GFC,KVB,MON
MON,APT,DAB,GFC,MID,MON
MON,APT,DAB,GFC,TRO,MON
MON,APT,DAB,KVB,MID,MON
MON,APT,DAB,KVB,OSC,MON
MON,APT,DAB,KVB,OSS,MON
MON,APT,DAB,KVB,TENTRB,MON
MON,APT,DAB,KVB,TEQTRC,MON
MON,APT,DAB,KVB,TRO,MON
MON,APT,DAB,MID,OSC,MON
MON,APT,DAB,MID,OSS,MON
MON,APT,DAB,MID,TENTRB,MON
MON,APT,DAB,MID,TEQTRC,MON
MON,APT,DAB,MID,TRO,MON
MON,APT,DAB,NLNVAL,TRO,MON
MON,APT,DAB,OSC,OSS,MON
MON,APT,DAB,OSC,TENTRB,MON
MON,APT,DAB,OSC,TRO,MON
MON,APT,DAB,OSOVFB,TRO,MON
MON,APT,DAB,OSS,TENTRB,MON
MON,APT,DAB,OSS,TRO,MON
MON,APT,DAB,STC,TRO,MON
MON,APT,DAB,TENTRB,TRO,MON
MON,APT,DAB,TEQTRC,TRO,MON
MON,APT,DSA,DSS,KVB,MON
MON,APT,DSA,DSS,MID,MON
MON,APT,DSA,DSS,OSC,MON
MON,APT,DSA,DSS,OSS,MON
MON,APT,DSA,DSS,TENTRB,MON
MON,APT,DSA,DSS,TRO,MON
MON,APT,DSA,GFC,KVB,MON
MON,APT,DSA,GFC,MID,MON
MON,APT,DSA,GFC,OSC,MON
MON,APT,DSA,GFC,OSS,MON
MON,APT,DSA,GFC,TENTRB,MON
MON,APT,DSA,GFC,TEQTRC,MON
MON,APT,DSA,GFC,TRO,MON
MON,APT,DSA,KVB,MID,MON
MON,APT,DSA,KVB,NLNVAL,MON
MON,APT,DSA,KVB,OSC,MON
MON,APT,DSA,KVB,OSE,MON
MON,APT,DSA,KVB,OSOVFB,MON
MON,APT,DSA,KVB,OSS,MON
MON,APT,DSA,KVB,STC,MON
MON,APT,DSA,KVB,TENTRB,MON
MON,APT,DSA,KVB,TEQTRC,MON
MON,APT,DSA,KVB,TRO,MON
MON,APT,DSA,MID,NLNVAL,MON
MON,APT,DSA,MID,OSC,MON
MON,APT,DSA,MID,OSE,MON
MON,APT,DSA,MID,OSOVFB,MON
MON,APT,DSA,MID,OSS,MON
MON,APT,DSA,MID,STC,MON
MON,APT,DSA,MID,TENTRB,MON
MON,APT,DSA,MID,TEQTRC,MON
MON,APT,DSA,MID,TRO,MON
MON,APT,DSA,NLNVAL,OSC,MON
MON,APT,DSA,NLNVAL,OSS,MON
MON,APT,DSA,NLNVAL,TENTRB,MON
MON,APT,DSA,NLNVAL,TRO,MON
MON,APT,DSA,OSC,OSOVFB,MON
MON,APT,DSA,OSC,OSS,MON
MON,APT,DSA,OSC,STC,MON
MON,APT,DSA,OSC,TENTRB,MON
MON,APT,DSA,OSC,TEQTRC,MON
MON,APT,DSA,OSC,TRO,MON
MON,APT,DSA,OSE,TRO,MON
MON,APT,DSA,OSOVFB,OSS,MON
MON,APT,DSA,OSOVFB,TENTRB,MON
MON,APT,DSA,OSOVFB,TRO,MON
MON,APT,DSA,OSS,STC,MON
MON,APT,DSA,OSS,TENTRB,MON
MON,APT,DSA,OSS,TEQTRC,MON
MON,APT,DSA,OSS,TRO,MON
MON,APT,DSA,STC,TENTRB,MON
MON,APT,DSA,STC,TRO,MON
MON,APT,DSA,TENTRB,TEQTRC,MON
MON,APT,DSA,TENTRB,TRO,MON
MON,APT,DSA,TEQTRC,TRO,MON
MON,APT,DSS,GFC,KVB,MON
MON,APT,DSS,GFC,MID,MON
MON,APT,DSS,GFC,OSC,MON
MON,APT,DSS,GFC,OSS,MON
MON,APT,DSS,GFC,TENTRB,MON
MON,APT,DSS,GFC,TEQTRC,MON
MON,APT,DSS,GFC,TRO,MON
MON,APT,DSS,KVB,MID,MON
MON,APT,DSS,KVB,NLNVAL,MON
MON,APT,DSS,KVB,OSC,MON
MON,APT,DSS,KVB,OSE,MON
MON,APT,DSS,KVB,OSOVFB,MON
MON,APT,DSS,KVB,OSS,MON
MON,APT,DSS,KVB,STC,MON
MON,APT,DSS,KVB,TENTRB,MON
MON,APT,DSS,KVB,TEQTRC,MON
MON,APT,DSS,KVB,TRO,MON
MON,APT,DSS,MID,NLNVAL,MON
MON,APT,DSS,MID,OSC,MON
MON,APT,DSS,MID,OSE,MON
MON,APT,DSS,MID,OSOVFB,MON
MON,APT,DSS,MID,OSS,MON
MON,APT,DSS,MID,STC,MON
MON,APT,DSS,MID,TENTRB,MON
MON,APT,DSS,MID,TEQTRC,MON
MON,APT,DSS,MID,TRO,MON
MON,APT,DSS,NLNVAL,OSC,MON
MON,APT,DSS,NLNVAL,OSS,MON
MON,APT,DSS,NLNVAL,TENTRB,MON
MON,APT,DSS,NLNVAL,TRO,MON
MON,APT,DSS,OSC,OSOVFB,MON
MON,APT,DSS,OSC,OSS,MON
MON,APT,DSS,OSC,STC,MON
MON,APT,DSS,OSC,TENTRB,MON
MON,APT,DSS,OSC,TEQTRC,MON
MON,APT,DSS,OSC,TRO,MON
MON,APT,DSS,OSE,TRO,MON
MON,APT,DSS,OSOVFB,OSS,MON
MON,APT,DSS,OSOVFB,TENTRB,MON
MON,APT,DSS,OSOVFB,TRO,MON
MON,APT,DSS,OSS,STC,MON
MON,APT,DSS,OSS,TENTRB,MON
MON,APT,DSS,OSS,TEQTRC,MON
MON,APT,DSS,OSS,TRO,MON
MON,APT,DSS,STC,TENTRB,MON
MON,APT,DSS,STC,TRO,MON
MON,APT,DSS,TENTRB,TEQTRC,MON
MON,APT,DSS,TENTRB,TRO,MON
MON,APT,DSS,TEQTRC,TRO,MON
MON,APT,GFAGFB,KVB,MID,MON
MON,APT,GFAGFB,KVB,OSC,MON
MON,APT,GFAGFB,KVB,OSS,MON
MON,APT,GFAGFB,KVB,TRO,MON
MON,APT,GFAGFB,MID,OSC,MON
MON,APT,GFAGFB,MID,OSS,MON
MON,APT,GFAGFB,MID,TRO,MON
MON,APT,GFAGFB,OSC,TRO,MON
MON,APT,GFAGFB,OSS,TRO,MON
MON,APT,GFC,KVB,MID,MON
MON,APT,GFC,KVB,NLNVAL,MON
MON,APT,GFC,KVB,OSC,MON
MON,APT,GFC,KVB,OSE,MON
MON,APT,GFC,KVB,OSOVFB,MON
MON,APT,GFC,KVB,OSS,MON
MON,APT,GFC,KVB,STC,MON
MON,APT,GFC,KVB,TENTRB,MON
MON,APT,GFC,KVB,TEQTRC,MON
MON,APT,GFC,KVB,TRO,MON
MON,APT,GFC,MID,NLNVAL,MON
MON,APT,GFC,MID,OSC,MON
MON,APT,GFC,MID,OSE,MON
MON,APT,GFC,MID,OSOVFB,MON
MON,APT,GFC,MID,OSS,MON
MON,APT,GFC,MID,STC,MON
MON,APT,GFC,MID,TENTRB,MON
MON,APT,GFC,MID,TEQTRC,MON
MON,APT,GFC,MID,TRO,MON
MON,APT,GFC,NLNVAL,OSC,MON
MON,APT,GFC,NLNVAL,OSS,MON
MON,APT,GFC,NLNVAL,TENTRB,MON
MON,APT,GFC,NLNVAL,TEQTRC,MON
MON,APT,GFC,NLNVAL,TRO,MON
MON,APT,GFC,OSC,OSE,MON
MON,APT,GFC,OSC,OSOVFB,MON
MON,APT,GFC,OSC,OSS,MON
MON,APT,GFC,OSC,STC,MON
MON,APT,GFC,OSC,TENTRB,MON
MON,APT,GFC,OSC,TEQTRC,MON
MON,APT,GFC,OSC,TRO,MON
MON,APT,GFC,OSE,OSS,MON
MON,APT,GFC,OSE,TRO,MON
MON,APT,GFC,OSOVFB,OSS,MON
MON,APT,GFC,OSOVFB,TENTRB,MON
MON,APT,GFC,OSOVFB,TEQTRC,MON
MON,APT,GFC,OSOVFB,TRO,MON
MON,APT,GFC,OSS,STC,MON
MON,APT,GFC,OSS,TENTRB,MON
MON,APT,GFC,OSS,TEQTRC,MON
MON,APT,GFC,OSS,TRO,MON
MON,APT,GFC,STC,TENTRB,MON
MON,APT,GFC,STC,TEQTRC,MON
MON,APT,GFC,STC,TRO,MON
MON,APT,GFC,TENTRB,TEQTRC,MON
MON,APT,GFC,TENTRB,TRO,MON
MON,APT,GFC,TEQTRC,TRO,MON
MON,APT,KVB,MID,NLNVAL,MON
MON,APT,KVB,MID,OSC,MON
MON,APT,KVB,MID,OSE,MON
MON,APT,KVB,MID,OSOVFB,MON
MON,APT,KVB,MID,OSS,MON
MON,APT,KVB,MID,STASTB,MON
MON,APT,KVB,MID,STC,MON
MON,APT,KVB,MID,TENTRB,MON
MON,APT,KVB,MID,TEQTRC,MON
MON,APT,KVB,MID,TRO,MON
MON,APT,KVB,NLNVAL,OSC,MON
MON,APT,KVB,NLNVAL,OSE,MON
MON,APT,KVB,NLNVAL,OSOVFB,MON
MON,APT,KVB,NLNVAL,OSS,MON
MON,APT,KVB,NLNVAL,STC,MON
MON,APT,KVB,NLNVAL,TENTRB,MON
MON,APT,KVB,NLNVAL,TEQTRC,MON
MON,APT,KVB,NLNVAL,TRO,MON
MON,APT,KVB,OSC,OSE,MON
MON,APT,KVB,OSC,OSOVFB,MON
MON,APT,KVB,OSC,OSS,MON
MON,APT,KVB,OSC,STASTB,MON
MON,APT,KVB,OSC,STC,MON
MON,APT,KVB,OSC,TENTRB,MON
MON,APT,KVB,OSC,TEQTRC,MON
MON,APT,KVB,OSC,TRO,MON
MON,APT,KVB,OSE,OSOVFB,MON
MON,APT,KVB,OSE,OSS,MON
MON,APT,KVB,OSE,STC,MON
MON,APT,KVB,OSE,TENTRB,MON
MON,APT,KVB,OSE,TEQTRC,MON
MON,APT,KVB,OSE,TRO,MON
MON,APT,KVB,OSOVFB,OSS,MON
MON,APT,KVB,OSOVFB,STC,MON
MON,APT,KVB,OSOVFB,TENTRB,MON
MON,APT,KVB,OSOVFB,TEQTRC,MON
MON,APT,KVB,OSOVFB,TRO,MON
MON,APT,KVB,OSS,STASTB,MON
MON,APT,KVB,OSS,STC,MON
MON,APT,KVB,OSS,TENTRB,MON
MON,APT,KVB,OSS,TEQTRC,MON
MON,APT,KVB,OSS,TRO,MON
MON,APT,KVB,STASTB,TRO,MON
MON,APT,KVB,STC,TENTRB,MON
MON,APT,KVB,STC,TEQTRC,MON
MON,APT,KVB,STC,TRO,MON
MON,APT,KVB,TENTRB,TEQTRC,MON
MON,APT,KVB,TENTRB,TRO,MON
MON,APT,KVB,TEQTRC,TRO,MON
MON,APT,MID,NLNVAL,OSC,MON
MON,APT,MID,NLNVAL,OSE,MON
MON,APT,MID,NLNVAL,OSOVFB,MON
MON,APT,MID,NLNVAL,OSS,MON
MON,APT,MID,NLNVAL,STC,MON
MON,APT,MID,NLNVAL,TENTRB,MON
MON,APT,MID,NLNVAL,TEQTRC,MON
MON,APT,MID,NLNVAL,TRO,MON
MON,APT,MID,OSC,OSE,MON
MON,APT,MID,OSC,OSOVFB,MON
MON,APT,MID,OSC,OSS,MON
MON,APT,MID,OSC,STASTB,MON
MON,APT,MID,OSC,STC,MON
MON,APT,MID,OSC,TENTRB,MON
MON,APT,MID,OSC,TEQTRC,MON
MON,APT,MID,OSC,TRO,MON
MON,APT,MID,OSE,OSOVFB,MON
MON,APT,MID,OSE,OSS,MON
MON,APT,MID,OSE,STC,MON
MON,APT,MID,OSE,TENTRB,MON
MON,APT,MID,OSE,TEQTRC,MON
MON,APT,MID,OSE,TRO,MON
MON,APT,MID,OSOVFB,OSS,MON
MON,APT,MID,OSOVFB,STC,MON
MON,APT,MID,OSOVFB,TENTRB,MON
MON,APT,MID,OSOVFB,TEQTRC,MON
MON,APT,MID,OSOVFB,TRO,MON
MON,APT,MID,OSS,STASTB,MON
MON,APT,MID,OSS,STC,MON
MON,APT,MID,OSS,TENTRB,MON
MON,APT,MID,OSS,TEQTRC,MON
MON,APT,MID,OSS,TRO,MON
MON,APT,MID,STASTB,TRO,MON
MON,APT,MID,STC,TENTRB,MON
MON,APT,MID,STC,TEQTRC,MON
MON,APT,MID,STC,TRO,MON
MON,APT,MID,TENTRB,TEQTRC,MON
MON,APT,MID,TENTRB,TRO,MON
MON,APT,MID,TEQTRC,TRO,MON
MON,APT,NLNVAL,OSC,OSOVFB,MON
MON,APT,NLNVAL,OSC,OSS,MON
MON,APT,NLNVAL,OSC,STC,MON
MON,APT,NLNVAL,OSC,TENTRB,MON
MON,APT,NLNVAL,OSC,TEQTRC,MON
MON,APT,NLNVAL,OSC,TRO,MON
MON,APT,NLNVAL,OSE,TRO,MON
MON,APT,NLNVAL,OSOVFB,OSS,MON
MON,APT,NLNVAL,OSOVFB,TENTRB,MON
MON,APT,NLNVAL,OSOVFB,TRO,MON
MON,APT,NLNVAL,OSS,STC,MON
MON,APT,NLNVAL,OSS,TENTRB,MON
MON,APT,NLNVAL,OSS,TEQTRC,MON
MON,APT,NLNVAL,OSS,TRO,MON
MON,APT,NLNVAL,STC,TENTRB,MON
MON,APT,NLNVAL,STC,TRO,MON
MON,APT,NLNVAL,TENTRB,TEQTRC,MON
MON,APT,NLNVAL,TENTRB,TRO,MON
MON,APT,NLNVAL,TEQTRC,TRO,MON
MON,APT,OSC,OSE,OSS,MON
MON,APT,OSC,OSE,TENTRB,MON
MON,APT,OSC,OSE,TEQTRC,MON
MON,APT,OSC,OSE,TRO,MON
MON,APT,OSC,OSOVFB,OSS,MON
