Mon,APT,GF,Mon
Mon,APT,ST,Mon
Mon,ASL,GF,Mon
Mon,ASL,ST,Mon
Mon,DAB,OSE,Mon
Mon,DSA,GF,Mon
Mon,DSA,ST,Mon
Mon,DSS,GF,Mon
Mon,DSS,ST,Mon
Mon,GF,KVB,Mon
Mon,GF,MID,Mon
Mon,GF,NLNVAL,Mon
Mon,GF,OSC,Mon
Mon,GF,OSO,Mon
Mon,GF,OSS,Mon
Mon,GF,TENTRB,Mon
Mon,GF,TEQTRC,Mon
Mon,GF,TRO,Mon
Mon,GF,VFB,Mon
Mon,KVB,ST,Mon
Mon,MID,ST,Mon
Mon,NLNVAL,ST,Mon
Mon,OSC,ST,Mon
Mon,OSO,ST,Mon
Mon,OSS,ST,Mon
Mon,ST,TENTRB,Mon
Mon,ST,TEQTRC,Mon
Mon,ST,TRO,Mon
Mon,ST,VFB,Mon
Mon,ASL,DSA,MID,OSO,Mon
Mon,ASL,DSA,MID,OSS,Mon
Mon,ASL,DSA,MID,TENTRB,Mon
Mon,ASL,DSA,MID,TEQTRC,Mon
Mon,ASL,DSA,MID,TRO,Mon
Mon,ASL,DSA,MID,VFB,Mon
Mon,ASL,DSA,NLNVAL,OSO,Mon
Mon,ASL,DSA,NLNVAL,TRO,Mon
Mon,ASL,DSA,OSC,OSO,Mon
Mon,ASL,DSA,OSC,OSS,Mon
Mon,ASL,DSA,OSC,TENTRB,Mon
Mon,ASL,DSA,OSC,TEQTRC,Mon
Mon,ASL,DSA,OSC,TRO,Mon
Mon,ASL,DSA,OSC,VFB,Mon
Mon,ASL,DSA,OSO,OSS,Mon
Mon,ASL,DSA,OSO,TENTRB,Mon
Mon,ASL,DSA,OSO,TEQTRC,Mon
Mon,ASL,DSA,OSO,TRO,Mon
Mon,ASL,DSA,OSO,VFB,Mon
Mon,ASL,DSA,OSS,TENTRB,Mon
Mon,ASL,DSA,OSS,TEQTRC,Mon
Mon,ASL,DSA,OSS,TRO,Mon
Mon,ASL,DSA,OSS,VFB,Mon
Mon,ASL,DSA,TENTRB,TRO,Mon
Mon,ASL,DSA,TENTRB,VFB,Mon
Mon,ASL,DSA,TEQTRC,TRO,Mon
Mon,ASL,DSA,TEQTRC,VFB,Mon
Mon,ASL,DSA,TRO,VFB,Mon
Mon,ASL,DSS,KVB,MID,Mon
Mon,ASL,DSS,KVB,NLNVAL,Mon
Mon,ASL,DSS,KVB,OSC,Mon
Mon,ASL,DSS,KVB,OSO,Mon
Mon,ASL,DSS,KVB,OSS,Mon
Mon,ASL,DSS,KVB,TENTRB,Mon
Mon,ASL,DSS,KVB,TEQTRC,Mon
Mon,ASL,DSS,KVB,TRO,Mon
Mon,ASL,DSS,KVB,VFB,Mon
Mon,ASL,DSS,MID,OSC,Mon
Mon,ASL,DSS,MID,OSO,Mon
Mon,ASL,DSS,MID,OSS,Mon
Mon,ASL,DSS,MID,TENTRB,Mon
Mon,ASL,DSS,MID,TEQTRC,Mon
Mon,ASL,DSS,MID,TRO,Mon
Mon,ASL,DSS,MID,VFB,Mon
Mon,ASL,DSS,NLNVAL,OSO,Mon
Mon,ASL,DSS,NLNVAL,TRO,Mon
Mon,ASL,DSS,OSC,OSO,Mon
Mon,ASL,DSS,OSC,OSS,Mon
Mon,ASL,DSS,OSC,TENTRB,Mon
Mon,ASL,DSS,OSC,TEQTRC,Mon
Mon,ASL,DSS,OSC,TRO,Mon
Mon,ASL,DSS,OSC,VFB,Mon
Mon,ASL,DSS,OSO,OSS,Mon
Mon,ASL,DSS,OSO,TENTRB,Mon
Mon,ASL,DSS,OSO,TEQTRC,Mon
Mon,ASL,DSS,OSO,TRO,Mon
Mon,ASL,DSS,OSO,VFB,Mon
Mon,ASL,DSS,OSS,TENTRB,Mon
Mon,ASL,DSS,OSS,TEQTRC,Mon
Mon,ASL,DSS,OSS,TRO,Mon
Mon,ASL,DSS,OSS,VFB,Mon
Mon,ASL,DSS,TENTRB,TRO,Mon
Mon,ASL,DSS,TENTRB,VFB,Mon
Mon,ASL,DSS,TEQTRC,TRO,Mon
Mon,ASL,DSS,TEQTRC,VFB,Mon
Mon,ASL,DSS,TRO,VFB,Mon
Mon,ASL,KVB,MID,NLNVAL,Mon
Mon,ASL,KVB,MID,OSC,Mon
Mon,ASL,KVB,MID,OSE,Mon
Mon,ASL,KVB,MID,OSS,Mon
Mon,ASL,KVB,MID,TENTRB,Mon
Mon,ASL,KVB,MID,TEQTRC,Mon
Mon,ASL,KVB,MID,VFB,Mon
Mon,ASL,KVB,NLNVAL,OSC,Mon
Mon,ASL,KVB,NLNVAL,OSO,Mon
Mon,ASL,KVB,NLNVAL,OSS,Mon
Mon,ASL,KVB,NLNVAL,TENTRB,Mon
Mon,ASL,KVB,NLNVAL,TEQTRC,Mon
Mon,ASL,KVB,NLNVAL,TRO,Mon
Mon,ASL,KVB,NLNVAL,VFB,Mon
Mon,ASL,KVB,OSC,OSE,Mon
Mon,ASL,KVB,OSC,OSO,Mon
Mon,ASL,KVB,OSC,OSS,Mon
Mon,ASL,KVB,OSC,TENTRB,Mon
Mon,ASL,KVB,OSC,TEQTRC,Mon
Mon,ASL,KVB,OSC,VFB,Mon
Mon,ASL,KVB,OSE,OSO,Mon
Mon,ASL,KVB,OSE,OSS,Mon
Mon,ASL,KVB,OSE,TENTRB,Mon
Mon,ASL,KVB,OSE,TRO,Mon
Mon,ASL,KVB,OSE,VFB,Mon
Mon,ASL,KVB,OSO,OSS,Mon
Mon,ASL,KVB,OSO,TENTRB,Mon
Mon,ASL,KVB,OSO,TEQTRC,Mon
Mon,ASL,KVB,OSO,VFB,Mon
Mon,ASL,KVB,OSS,TENTRB,Mon
Mon,ASL,KVB,OSS,TEQTRC,Mon
Mon,ASL,KVB,OSS,VFB,Mon
Mon,ASL,KVB,TENTRB,TEQTRC,Mon
Mon,ASL,KVB,TENTRB,TRO,Mon
Mon,ASL,KVB,TENTRB,VFB,Mon
Mon,ASL,KVB,TEQTRC,TRO,Mon
Mon,ASL,KVB,TEQTRC,VFB,Mon
Mon,ASL,MID,NLNVAL,OSC,Mon
Mon,ASL,MID,NLNVAL,OSO,Mon
Mon,ASL,MID,NLNVAL,OSS,Mon
Mon,ASL,MID,NLNVAL,TENTRB,Mon
Mon,ASL,MID,NLNVAL,TEQTRC,Mon
Mon,ASL,MID,NLNVAL,TRO,Mon
Mon,ASL,MID,NLNVAL,VFB,Mon
Mon,ASL,MID,OSC,OSE,Mon
Mon,ASL,MID,OSC,OSO,Mon
Mon,ASL,MID,OSC,OSS,Mon
Mon,ASL,MID,OSC,TENTRB,Mon
Mon,ASL,MID,OSC,TEQTRC,Mon
Mon,ASL,MID,OSC,VFB,Mon
Mon,ASL,MID,OSE,OSO,Mon
Mon,ASL,MID,OSE,OSS,Mon
Mon,ASL,MID,OSE,TENTRB,Mon
Mon,ASL,MID,OSE,TRO,Mon
Mon,ASL,MID,OSE,VFB,Mon
Mon,ASL,MID,OSO,OSS,Mon
Mon,ASL,MID,OSO,TENTRB,Mon
Mon,ASL,MID,OSO,TEQTRC,Mon
Mon,ASL,MID,OSO,VFB,Mon
Mon,ASL,MID,OSS,TENTRB,Mon
Mon,ASL,MID,OSS,TEQTRC,Mon
Mon,ASL,MID,OSS,VFB,Mon
Mon,ASL,MID,TENTRB,TEQTRC,Mon
Mon,ASL,MID,TENTRB,TRO,Mon
Mon,ASL,MID,TENTRB,VFB,Mon
Mon,ASL,MID,TEQTRC,TRO,Mon
Mon,ASL,MID,TEQTRC,VFB,Mon
Mon,ASL,NLNVAL,OSC,OSO,Mon
Mon,ASL,NLNVAL,OSC,OSS,Mon
Mon,ASL,NLNVAL,OSC,TENTRB,Mon
Mon,ASL,NLNVAL,OSC,TEQTRC,Mon
Mon,ASL,NLNVAL,OSC,TRO,Mon
Mon,ASL,NLNVAL,OSC,VFB,Mon
Mon,ASL,NLNVAL,OSO,OSS,Mon
Mon,ASL,NLNVAL,OSO,TENTRB,Mon
Mon,ASL,NLNVAL,OSO,TEQTRC,Mon
Mon,ASL,NLNVAL,OSO,TRO,Mon
Mon,ASL,NLNVAL,OSO,VFB,Mon
Mon,ASL,NLNVAL,OSS,TENTRB,Mon
Mon,ASL,NLNVAL,OSS,TEQTRC,Mon
Mon,ASL,NLNVAL,OSS,TRO,Mon
Mon,ASL,NLNVAL,OSS,VFB,Mon
Mon,ASL,NLNVAL,TENTRB,TRO,Mon
Mon,ASL,NLNVAL,TENTRB,VFB,Mon
Mon,ASL,NLNVAL,TEQTRC,TRO,Mon
Mon,ASL,NLNVAL,TEQTRC,VFB,Mon
Mon,ASL,NLNVAL,TRO,VFB,Mon
Mon,ASL,OSC,OSE,OSO,Mon
Mon,ASL,OSC,OSE,OSS,Mon
Mon,ASL,OSC,OSE,TRO,Mon
Mon,ASL,OSC,OSE,VFB,Mon
Mon,ASL,OSC,OSO,OSS,Mon
Mon,ASL,OSC,OSO,TENTRB,Mon
Mon,ASL,OSC,OSO,TEQTRC,Mon
Mon,ASL,OSC,OSO,VFB,Mon
Mon,ASL,OSC,OSS,TENTRB,Mon
Mon,ASL,OSC,OSS,TEQTRC,Mon
Mon,ASL,OSC,OSS,TRO,Mon
Mon,ASL,OSC,OSS,VFB,Mon
Mon,ASL,OSC,TENTRB,TEQTRC,Mon
Mon,ASL,OSC,TENTRB,TRO,Mon
Mon,ASL,OSC,TENTRB,VFB,Mon
Mon,ASL,OSC,TEQTRC,TRO,Mon
Mon,ASL,OSC,TEQTRC,VFB,Mon
Mon,ASL,OSC,TRO,VFB,Mon
Mon,ASL,OSE,OSO,OSS,Mon
Mon,ASL,OSE,OSO,TENTRB,Mon
Mon,ASL,OSE,OSO,TRO,Mon
Mon,ASL,OSE,OSO,VFB,Mon
Mon,ASL,OSE,OSS,TRO,Mon
Mon,ASL,OSE,OSS,VFB,Mon
Mon,ASL,OSE,TENTRB,TRO,Mon
Mon,ASL,OSE,TEQTRC,TRO,Mon
Mon,ASL,OSE,TRO,VFB,Mon
Mon,ASL,OSO,OSS,TENTRB,Mon
Mon,ASL,OSO,OSS,TEQTRC,Mon
Mon,ASL,OSO,OSS,VFB,Mon
Mon,ASL,OSO,TENTRB,TEQTRC,Mon
Mon,ASL,OSO,TENTRB,TRO,Mon
Mon,ASL,OSO,TENTRB,VFB,Mon
Mon,ASL,OSO,TEQTRC,TRO,Mon
Mon,ASL,OSO,TEQTRC,VFB,Mon
Mon,ASL,OSS,TENTRB,TEQTRC,Mon
Mon,ASL,OSS,TENTRB,TRO,Mon
Mon,ASL,OSS,TENTRB,VFB,Mon
Mon,ASL,OSS,TEQTRC,TRO,Mon
Mon,ASL,OSS,TEQTRC,VFB,Mon
Mon,ASL,OSS,TRO,VFB,Mon
Mon,ASL,TENTRB,TEQTRC,TRO,Mon
Mon,ASL,TENTRB,TEQTRC,VFB,Mon
Mon,ASL,TENTRB,TRO,VFB,Mon
Mon,ASL,TEQTRC,TRO,VFB,Mon
Mon,DAB,DSA,KVB,MID,Mon
Mon,DAB,DSA,KVB,OSO,Mon
Mon,DAB,DSA,KVB,TRO,Mon
Mon,DAB,DSA,MID,OSO,Mon
Mon,DAB,DSA,MID,TRO,Mon
Mon,DAB,DSA,OSC,TRO,Mon
Mon,DAB,DSA,OSO,TRO,Mon
Mon,DAB,DSA,OSS,TRO,Mon
Mon,DAB,DSA,TRO,VFB,Mon
Mon,DAB,DSS,KVB,MID,Mon
Mon,DAB,DSS,KVB,OSO,Mon
Mon,DAB,DSS,KVB,TRO,Mon
Mon,DAB,DSS,MID,OSO,Mon
Mon,DAB,DSS,MID,TRO,Mon
Mon,DAB,DSS,OSC,TRO,Mon
Mon,DAB,DSS,OSO,TRO,Mon
Mon,DAB,DSS,OSS,TRO,Mon
Mon,DAB,DSS,TRO,VFB,Mon
Mon,DAB,KVB,MID,NLNVAL,Mon
Mon,DAB,KVB,MID,OSC,Mon
Mon,DAB,KVB,MID,OSO,Mon
Mon,DAB,KVB,MID,OSS,Mon
Mon,DAB,KVB,MID,TENTRB,Mon
Mon,DAB,KVB,MID,TEQTRC,Mon
Mon,DAB,KVB,MID,TRO,Mon
Mon,DAB,KVB,MID,VFB,Mon
Mon,DAB,KVB,NLNVAL,OSO,Mon
Mon,DAB,KVB,NLNVAL,TRO,Mon
Mon,DAB,KVB,OSC,OSO,Mon
Mon,DAB,KVB,OSC,OSS,Mon
Mon,DAB,KVB,OSC,TENTRB,Mon
Mon,DAB,KVB,OSC,TEQTRC,Mon
Mon,DAB,KVB,OSC,TRO,Mon
Mon,DAB,KVB,OSC,VFB,Mon
Mon,DAB,KVB,OSO,OSS,Mon
Mon,DAB,KVB,OSO,TENTRB,Mon
Mon,DAB,KVB,OSO,TEQTRC,Mon
Mon,DAB,KVB,OSO,TRO,Mon
Mon,DAB,KVB,OSO,VFB,Mon
Mon,DAB,KVB,OSS,TENTRB,Mon
Mon,DAB,KVB,OSS,TEQTRC,Mon
Mon,DAB,KVB,OSS,TRO,Mon
Mon,DAB,KVB,OSS,VFB,Mon
Mon,DAB,KVB,TENTRB,TRO,Mon
Mon,DAB,KVB,TENTRB,VFB,Mon
Mon,DAB,KVB,TEQTRC,TRO,Mon
Mon,DAB,KVB,TEQTRC,VFB,Mon
Mon,DAB,KVB,TRO,VFB,Mon
Mon,DAB,MID,NLNVAL,OSO,Mon
Mon,DAB,MID,NLNVAL,TRO,Mon
Mon,DAB,MID,OSC,OSO,Mon
Mon,DAB,MID,OSC,OSS,Mon
Mon,DAB,MID,OSC,TENTRB,Mon
Mon,DAB,MID,OSC,TEQTRC,Mon
Mon,DAB,MID,OSC,TRO,Mon
Mon,DAB,MID,OSC,VFB,Mon
Mon,DAB,MID,OSO,OSS,Mon
Mon,DAB,MID,OSO,TENTRB,Mon
Mon,DAB,MID,OSO,TEQTRC,Mon
Mon,DAB,MID,OSO,TRO,Mon
Mon,DAB,MID,OSO,VFB,Mon
Mon,DAB,MID,OSS,TENTRB,Mon
Mon,DAB,MID,OSS,TEQTRC,Mon
Mon,DAB,MID,OSS,TRO,Mon
Mon,DAB,MID,OSS,VFB,Mon
Mon,DAB,MID,TENTRB,TRO,Mon
Mon,DAB,MID,TENTRB,VFB,Mon
Mon,DAB,MID,TEQTRC,TRO,Mon
Mon,DAB,MID,TEQTRC,VFB,Mon
Mon,DAB,MID,TRO,VFB,Mon
Mon,DAB,NLNVAL,OSC,TRO,Mon
Mon,DAB,NLNVAL,OSO,TRO,Mon
Mon,DAB,NLNVAL,OSS,TRO,Mon
Mon,DAB,NLNVAL,TRO,VFB,Mon
Mon,DAB,OSC,OSO,OSS,Mon
Mon,DAB,OSC,OSO,TENTRB,Mon
Mon,DAB,OSC,OSO,TEQTRC,Mon
Mon,DAB,OSC,OSO,TRO,Mon
Mon,DAB,OSC,OSO,VFB,Mon
Mon,DAB,OSC,OSS,TENTRB,Mon
Mon,DAB,OSC,OSS,TRO,Mon
Mon,DAB,OSC,OSS,VFB,Mon
Mon,DAB,OSC,TENTRB,TRO,Mon
Mon,DAB,OSC,TENTRB,VFB,Mon
Mon,DAB,OSC,TEQTRC,TRO,Mon
Mon,DAB,OSC,TRO,VFB,Mon
Mon,DAB,OSO,OSS,TENTRB,Mon
Mon,DAB,OSO,OSS,TEQTRC,Mon
Mon,DAB,OSO,OSS,TRO,Mon
Mon,DAB,OSO,OSS,VFB,Mon
Mon,DAB,OSO,TENTRB,TRO,Mon
Mon,DAB,OSO,TENTRB,VFB,Mon
Mon,DAB,OSO,TEQTRC,TRO,Mon
Mon,DAB,OSO,TEQTRC,VFB,Mon
Mon,DAB,OSO,TRO,VFB,Mon
Mon,DAB,OSS,TENTRB,TRO,Mon
Mon,DAB,OSS,TENTRB,VFB,Mon
Mon,DAB,OSS,TEQTRC,TRO,Mon
Mon,DAB,OSS,TRO,VFB,Mon
Mon,DAB,TENTRB,TRO,VFB,Mon
Mon,DAB,TEQTRC,TRO,VFB,Mon
Mon,DSA,DSS,KVB,MID,Mon
Mon,DSA,DSS,KVB,OSC,Mon
Mon,DSA,DSS,KVB,OSO,Mon
Mon,DSA,DSS,KVB,OSS,Mon
Mon,DSA,DSS,KVB,TENTRB,Mon
Mon,DSA,DSS,KVB,TEQTRC,Mon
Mon,DSA,DSS,KVB,TRO,Mon
Mon,DSA,DSS,KVB,VFB,Mon
Mon,DSA,DSS,MID,OSC,Mon
Mon,DSA,DSS,MID,OSO,Mon
Mon,DSA,DSS,MID,OSS,Mon
Mon,DSA,DSS,MID,TENTRB,Mon
Mon,DSA,DSS,MID,TEQTRC,Mon
Mon,DSA,DSS,MID,TRO,Mon
Mon,DSA,DSS,MID,VFB,Mon
Mon,DSA,DSS,NLNVAL,TRO,Mon
Mon,DSA,DSS,OSC,OSO,Mon
Mon,DSA,DSS,OSC,OSS,Mon
Mon,DSA,DSS,OSC,TENTRB,Mon
Mon,DSA,DSS,OSC,TRO,Mon
Mon,DSA,DSS,OSC,VFB,Mon
Mon,DSA,DSS,OSO,OSS,Mon
Mon,DSA,DSS,OSO,TENTRB,Mon
Mon,DSA,DSS,OSO,TEQTRC,Mon
Mon,DSA,DSS,OSO,TRO,Mon
Mon,DSA,DSS,OSO,VFB,Mon
Mon,DSA,DSS,OSS,TENTRB,Mon
Mon,DSA,DSS,OSS,TRO,Mon
Mon,DSA,DSS,OSS,VFB,Mon
Mon,DSA,DSS,TENTRB,TRO,Mon
Mon,DSA,DSS,TENTRB,VFB,Mon
Mon,DSA,DSS,TEQTRC,TRO,Mon
Mon,DSA,DSS,TRO,VFB,Mon
Mon,DSA,KVB,MID,NLNVAL,Mon
Mon,DSA,KVB,MID,OSC,Mon
Mon,DSA,KVB,MID,OSE,Mon
Mon,DSA,KVB,MID,OSO,Mon
Mon,DSA,KVB,MID,OSS,Mon
Mon,DSA,KVB,MID,TENTRB,Mon
Mon,DSA,KVB,MID,TEQTRC,Mon
Mon,DSA,KVB,MID,VFB,Mon
Mon,DSA,KVB,NLNVAL,OSC,Mon
Mon,DSA,KVB,NLNVAL,OSO,Mon
Mon,DSA,KVB,NLNVAL,OSS,Mon
Mon,DSA,KVB,NLNVAL,TENTRB,Mon
Mon,DSA,KVB,NLNVAL,TEQTRC,Mon
Mon,DSA,KVB,NLNVAL,TRO,Mon
Mon,DSA,KVB,NLNVAL,VFB,Mon
Mon,DSA,KVB,OSC,OSE,Mon
Mon,DSA,KVB,OSC,OSO,Mon
Mon,DSA,KVB,OSC,OSS,Mon
Mon,DSA,KVB,OSC,TENTRB,Mon
Mon,DSA,KVB,OSC,TEQTRC,Mon
Mon,DSA,KVB,OSC,TRO,Mon
Mon,DSA,KVB,OSC,VFB,Mon
Mon,DSA,KVB,OSE,OSO,Mon
Mon,DSA,KVB,OSE,OSS,Mon
Mon,DSA,KVB,OSE,TRO,Mon
Mon,DSA,KVB,OSE,VFB,Mon
Mon,DSA,KVB,OSO,OSS,Mon
Mon,DSA,KVB,OSO,TENTRB,Mon
Mon,DSA,KVB,OSO,TEQTRC,Mon
Mon,DSA,KVB,OSO,VFB,Mon
Mon,DSA,KVB,OSS,TENTRB,Mon
Mon,DSA,KVB,OSS,TEQTRC,Mon
Mon,DSA,KVB,OSS,TRO,Mon
Mon,DSA,KVB,OSS,VFB,Mon
Mon,DSA,KVB,TENTRB,TEQTRC,Mon
Mon,DSA,KVB,TENTRB,TRO,Mon
Mon,DSA,KVB,TENTRB,VFB,Mon
Mon,DSA,KVB,TEQTRC,TRO,Mon
Mon,DSA,KVB,TEQTRC,VFB,Mon
Mon,DSA,KVB,TRO,VFB,Mon
Mon,DSA,MID,NLNVAL,OSC,Mon
Mon,DSA,MID,NLNVAL,OSO,Mon
Mon,DSA,MID,NLNVAL,TENTRB,Mon
Mon,DSA,MID,NLNVAL,TEQTRC,Mon
Mon,DSA,MID,NLNVAL,TRO,Mon
Mon,DSA,MID,NLNVAL,VFB,Mon
Mon,DSA,MID,OSC,OSE,Mon
Mon,DSA,MID,OSC,OSO,Mon
Mon,DSA,MID,OSC,OSS,Mon
Mon,DSA,MID,OSC,TENTRB,Mon
Mon,DSA,MID,OSC,TEQTRC,Mon
Mon,DSA,MID,OSC,TRO,Mon
Mon,DSA,MID,OSC,VFB,Mon
Mon,DSA,MID,OSE,OSO,Mon
Mon,DSA,MID,OSE,OSS,Mon
Mon,DSA,MID,OSE,TRO,Mon
Mon,DSA,MID,OSE,VFB,Mon
Mon,DSA,MID,OSO,OSS,Mon
Mon,DSA,MID,OSO,TENTRB,Mon
Mon,DSA,MID,OSO,TEQTRC,Mon
Mon,DSA,MID,OSO,VFB,Mon
Mon,DSA,MID,OSS,TENTRB,Mon
Mon,DSA,MID,OSS,TEQTRC,Mon
Mon,DSA,MID,OSS,TRO,Mon
Mon,DSA,MID,OSS,VFB,Mon
Mon,DSA,MID,TENTRB,TEQTRC,Mon
Mon,DSA,MID,TENTRB,TRO,Mon
Mon,DSA,MID,TENTRB,VFB,Mon
Mon,DSA,MID,TEQTRC,TRO,Mon
Mon,DSA,MID,TEQTRC,VFB,Mon
Mon,DSA,MID,TRO,VFB,Mon
Mon,DSA,NLNVAL,OSC,OSO,Mon
Mon,DSA,NLNVAL,OSC,OSS,Mon
Mon,DSA,NLNVAL,OSC,TENTRB,Mon
Mon,DSA,NLNVAL,OSC,TRO,Mon
Mon,DSA,NLNVAL,OSC,VFB,Mon
Mon,DSA,NLNVAL,OSO,OSS,Mon
Mon,DSA,NLNVAL,OSO,TENTRB,Mon
Mon,DSA,NLNVAL,OSO,TEQTRC,Mon
Mon,DSA,NLNVAL,OSO,TRO,Mon
Mon,DSA,NLNVAL,OSO,VFB,Mon
Mon,DSA,NLNVAL,OSS,TENTRB,Mon
Mon,DSA,NLNVAL,OSS,TRO,Mon
Mon,DSA,NLNVAL,OSS,VFB,Mon
Mon,DSA,NLNVAL,TENTRB,TRO,Mon
Mon,DSA,NLNVAL,TENTRB,VFB,Mon
Mon,DSA,NLNVAL,TEQTRC,TRO,Mon
Mon,DSA,NLNVAL,TRO,VFB,Mon
Mon,DSA,OSC,OSE,OSO,Mon
Mon,DSA,OSC,OSE,TRO,Mon
Mon,DSA,OSC,OSO,OSS,Mon
Mon,DSA,OSC,OSO,TENTRB,Mon
Mon,DSA,OSC,OSO,TEQTRC,Mon
Mon,DSA,OSC,OSO,TRO,Mon
Mon,DSA,OSC,OSO,VFB,Mon
Mon,DSA,OSC,OSS,TENTRB,Mon
Mon,DSA,OSC,OSS,TEQTRC,Mon
Mon,DSA,OSC,OSS,TRO,Mon
Mon,DSA,OSC,OSS,VFB,Mon
Mon,DSA,OSC,TENTRB,TEQTRC,Mon
Mon,DSA,OSC,TENTRB,TRO,Mon
Mon,DSA,OSC,TENTRB,VFB,Mon
Mon,DSA,OSC,TEQTRC,TRO,Mon
Mon,DSA,OSC,TEQTRC,VFB,Mon
Mon,DSA,OSC,TRO,VFB,Mon
Mon,DSA,OSE,OSO,OSS,Mon
Mon,DSA,OSE,OSO,TRO,Mon
Mon,DSA,OSE,OSO,VFB,Mon
Mon,DSA,OSE,OSS,TRO,Mon
Mon,DSA,OSE,TENTRB,TRO,Mon
Mon,DSA,OSE,TRO,VFB,Mon
Mon,DSA,OSO,OSS,TENTRB,Mon
Mon,DSA,OSO,OSS,TEQTRC,Mon
Mon,DSA,OSO,OSS,TRO,Mon
Mon,DSA,OSO,OSS,VFB,Mon
Mon,DSA,OSO,TENTRB,TEQTRC,Mon
Mon,DSA,OSO,TENTRB,TRO,Mon
Mon,DSA,OSO,TENTRB,VFB,Mon
Mon,DSA,OSO,TEQTRC,TRO,Mon
Mon,DSA,OSO,TEQTRC,VFB,Mon
Mon,DSA,OSO,TRO,VFB,Mon
Mon,DSA,OSS,TENTRB,TEQTRC,Mon
Mon,DSA,OSS,TENTRB,TRO,Mon
Mon,DSA,OSS,TENTRB,VFB,Mon
Mon,DSA,OSS,TEQTRC,TRO,Mon
Mon,DSA,OSS,TEQTRC,VFB,Mon
Mon,DSA,OSS,TRO,VFB,Mon
Mon,DSA,TENTRB,TEQTRC,TRO,Mon
Mon,DSA,TENTRB,TEQTRC,VFB,Mon
Mon,DSA,TENTRB,TRO,VFB,Mon
Mon,DSA,TEQTRC,TRO,VFB,Mon
Mon,DSS,KVB,MID,NLNVAL,Mon
Mon,DSS,KVB,MID,OSC,Mon
Mon,DSS,KVB,MID,OSE,Mon
Mon,DSS,KVB,MID,OSO,Mon
Mon,DSS,KVB,MID,OSS,Mon
Mon,DSS,KVB,MID,TENTRB,Mon
Mon,DSS,KVB,MID,TEQTRC,Mon
Mon,DSS,KVB,MID,VFB,Mon
Mon,DSS,KVB,NLNVAL,OSC,Mon
Mon,DSS,KVB,NLNVAL,OSO,Mon
Mon,DSS,KVB,NLNVAL,OSS,Mon
Mon,DSS,KVB,NLNVAL,TENTRB,Mon
Mon,DSS,KVB,NLNVAL,TEQTRC,Mon
Mon,DSS,KVB,NLNVAL,TRO,Mon
Mon,DSS,KVB,NLNVAL,VFB,Mon
Mon,DSS,KVB,OSC,OSE,Mon
Mon,DSS,KVB,OSC,OSO,Mon
Mon,DSS,KVB,OSC,OSS,Mon
Mon,DSS,KVB,OSC,TENTRB,Mon
Mon,DSS,KVB,OSC,TEQTRC,Mon
Mon,DSS,KVB,OSC,TRO,Mon
Mon,DSS,KVB,OSC,VFB,Mon
Mon,DSS,KVB,OSE,OSO,Mon
Mon,DSS,KVB,OSE,OSS,Mon
Mon,DSS,KVB,OSE,TRO,Mon
Mon,DSS,KVB,OSE,VFB,Mon
Mon,DSS,KVB,OSO,OSS,Mon
Mon,DSS,KVB,OSO,TENTRB,Mon
Mon,DSS,KVB,OSO,TEQTRC,Mon
Mon,DSS,KVB,OSO,VFB,Mon
Mon,DSS,KVB,OSS,TENTRB,Mon
Mon,DSS,KVB,OSS,TEQTRC,Mon
Mon,DSS,KVB,OSS,TRO,Mon
Mon,DSS,KVB,OSS,VFB,Mon
Mon,DSS,KVB,TENTRB,TEQTRC,Mon
Mon,DSS,KVB,TENTRB,TRO,Mon
Mon,DSS,KVB,TENTRB,VFB,Mon
Mon,DSS,KVB,TEQTRC,TRO,Mon
Mon,DSS,KVB,TEQTRC,VFB,Mon
Mon,DSS,KVB,TRO,VFB,Mon
Mon,DSS,MID,NLNVAL,OSC,Mon
Mon,DSS,MID,NLNVAL,OSO,Mon
Mon,DSS,MID,NLNVAL,TENTRB,Mon
Mon,DSS,MID,NLNVAL,TEQTRC,Mon
Mon,DSS,MID,NLNVAL,TRO,Mon
Mon,DSS,MID,NLNVAL,VFB,Mon
Mon,DSS,MID,OSC,OSE,Mon
Mon,DSS,MID,OSC,OSO,Mon
Mon,DSS,MID,OSC,OSS,Mon
Mon,DSS,MID,OSC,TENTRB,Mon
Mon,DSS,MID,OSC,TEQTRC,Mon
Mon,DSS,MID,OSC,TRO,Mon
Mon,DSS,MID,OSC,VFB,Mon
Mon,DSS,MID,OSE,OSO,Mon
Mon,DSS,MID,OSE,OSS,Mon
Mon,DSS,MID,OSE,TRO,Mon
Mon,DSS,MID,OSE,VFB,Mon
Mon,DSS,MID,OSO,OSS,Mon
Mon,DSS,MID,OSO,TENTRB,Mon
Mon,DSS,MID,OSO,TEQTRC,Mon
Mon,DSS,MID,OSO,VFB,Mon
Mon,DSS,MID,OSS,TENTRB,Mon
Mon,DSS,MID,OSS,TEQTRC,Mon
Mon,DSS,MID,OSS,TRO,Mon
Mon,DSS,MID,OSS,VFB,Mon
Mon,DSS,MID,TENTRB,TEQTRC,Mon
Mon,DSS,MID,TENTRB,TRO,Mon
Mon,DSS,MID,TENTRB,VFB,Mon
Mon,DSS,MID,TEQTRC,TRO,Mon
Mon,DSS,MID,TEQTRC,VFB,Mon
Mon,DSS,MID,TRO,VFB,Mon
