MON,ASL,MON
MON,DAB,MON
MON,DSA,MON
MON,DSS,MON
MON,GFA,MON
MON,GFB,MON
MON,GFC,MON
MON,KVB,MON
MON,NLN,MON
MON,STA,MON
MON,STB,MON
MON,STC,MON
MON,TEQ,MON
MON,TRC,MON
MON,VAL,MON
MON,DAB,GFA,VAL,KVB,MON
MON,DAB,GFC,GFB,VAL,MON
MON,DAB,GFB,KVB,TEQ,MON
MON,DAB,GFB,KVB,TRC,MON
MON,DAB,GFB,VAL,KVB,MON
MON,DAB,GFB,NLN,VAL,MON
MON,DAB,GFB,STA,VAL,MON
MON,DAB,GFB,TEQ,TRC,MON
MON,DAB,GFB,VAL,TEQ,MON
MON,DAB,GFB,VAL,TRC,MON
MON,DAB,GFC,KVB,TEQ,MON
MON,DAB,GFC,KVB,TRC,MON
MON,DAB,GFC,VAL,KVB,MON
MON,DAB,GFC,VAL,TEQ,MON
MON,DAB,GFC,VAL,TRC,MON
MON,TEQ,NLN,KVB,DAB,MON
MON,DAB,KVB,NLN,TRC,MON
MON,DAB,KVB,VAL,NLN,MON
MON,TEQ,KVB,STA,DAB,MON
MON,TRC,KVB,STA,DAB,MON
MON,DAB,STA,VAL,KVB,MON
MON,DAB,STB,VAL,KVB,MON
MON,DAB,STC,VAL,KVB,MON
MON,DAB,KVB,TEQ,TRC,MON
MON,DAB,KVB,VAL,TEQ,MON
MON,TRC,VAL,KVB,DAB,MON
MON,DAB,VAL,NLN,TEQ,MON
MON,DAB,VAL,NLN,TRC,MON
MON,DAB,STA,VAL,TEQ,MON
MON,DAB,STA,VAL,TRC,MON
MON,DAB,STB,VAL,TEQ,MON
MON,DAB,STB,VAL,TRC,MON
MON,DAB,STC,VAL,TEQ,MON
MON,DAB,STC,VAL,TRC,MON
MON,TRC,TEQ,VAL,DAB,MON
MON,DSS,DSA,GFB,KVB,MON
MON,DSS,DSA,GFB,TEQ,MON
MON,DSS,DSA,GFB,TRC,MON
MON,DSS,DSA,GFB,VAL,MON
MON,DSS,DSA,GFC,KVB,MON
MON,VAL,GFC,DSA,DSS,MON
MON,KVB,NLN,DSA,DSS,MON
MON,DSS,DSA,STA,KVB,MON
MON,DSS,DSA,KVB,TEQ,MON
MON,DSS,DSA,KVB,TRC,MON
MON,DSS,DSA,VAL,KVB,MON
MON,DSS,DSA,NLN,VAL,MON
MON,DSS,DSA,STA,VAL,MON
MON,DSS,DSA,STB,VAL,MON
MON,DSS,DSA,STC,VAL,MON
MON,TRC,TEQ,DSA,DSS,MON
MON,DSS,DSA,VAL,TEQ,MON
MON,TRC,VAL,DSA,DSS,MON
MON,DSA,GFB,GFA,KVB,MON
MON,DSA,GFB,GFA,VAL,MON
MON,KVB,GFC,GFA,DSA,MON
MON,DSA,GFC,GFA,VAL,MON
MON,KVB,NLN,GFA,DSA,MON
MON,DSA,STA,GFA,KVB,MON
MON,DSA,GFA,KVB,TEQ,MON
MON,DSA,GFA,KVB,TRC,MON
MON,DSA,GFA,VAL,KVB,MON
MON,DSA,GFA,NLN,VAL,MON
MON,DSA,STA,GFA,VAL,MON
MON,TRC,TEQ,GFA,DSA,MON
MON,DSA,GFA,VAL,TEQ,MON
MON,DSA,GFA,VAL,TRC,MON
MON,KVB,GFC,GFB,DSA,MON
MON,DSA,GFB,GFC,TEQ,MON
MON,DSA,GFB,GFC,TRC,MON
MON,DSA,GFB,GFC,VAL,MON
MON,KVB,NLN,GFB,DSA,MON
MON,DSA,STA,GFB,KVB,MON
MON,DSA,STB,GFB,KVB,MON
MON,DSA,STC,GFB,KVB,MON
MON,DSA,GFB,KVB,TEQ,MON
MON,DSA,GFB,KVB,TRC,MON
MON,DSA,GFB,VAL,KVB,MON
MON,DSA,GFB,NLN,TEQ,MON
MON,DSA,GFB,NLN,TRC,MON
MON,DSA,GFB,NLN,VAL,MON
MON,DSA,STA,GFB,TEQ,MON
MON,DSA,STA,GFB,TRC,MON
MON,DSA,STA,GFB,VAL,MON
MON,DSA,STB,GFB,TEQ,MON
MON,DSA,STB,GFB,TRC,MON
MON,DSA,STB,GFB,VAL,MON
MON,DSA,STC,GFB,TEQ,MON
MON,DSA,STC,GFB,TRC,MON
MON,DSA,STC,GFB,VAL,MON
MON,DSA,GFB,TEQ,TRC,MON
MON,DSA,GFB,VAL,TEQ,MON
MON,TRC,VAL,GFB,DSA,MON
MON,KVB,NLN,GFC,DSA,MON
MON,KVB,GFC,STA,DSA,MON
MON,DSA,STB,GFC,KVB,MON
MON,DSA,STC,GFC,KVB,MON
MON,DSA,GFC,KVB,TEQ,MON
MON,DSA,GFC,KVB,TRC,MON
MON,DSA,GFC,VAL,KVB,MON
MON,TEQ,NLN,GFC,DSA,MON
MON,DSA,GFC,NLN,TRC,MON
MON,DSA,GFC,NLN,VAL,MON
MON,DSA,STA,GFC,TEQ,MON
MON,DSA,STA,GFC,TRC,MON
MON,DSA,STA,GFC,VAL,MON
MON,GFC,DSA,STB,VAL,MON
MON,DSA,STC,GFC,VAL,MON
MON,TRC,TEQ,GFC,DSA,MON
MON,DSA,GFC,VAL,TEQ,MON
MON,DSA,GFC,VAL,TRC,MON
MON,KVB,NLN,STA,DSA,MON
MON,DSA,STB,NLN,KVB,MON
MON,DSA,STC,NLN,KVB,MON
MON,DSA,NLN,KVB,TEQ,MON
MON,DSA,NLN,KVB,TRC,MON
MON,DSA,NLN,VAL,KVB,MON
MON,DSA,STA,STB,KVB,MON
MON,DSA,STC,STA,KVB,MON
MON,DSA,STA,KVB,TEQ,MON
MON,TRC,KVB,STA,DSA,MON
MON,DSA,STA,VAL,KVB,MON
MON,TEQ,KVB,STB,DSA,MON
MON,DSA,STB,KVB,TRC,MON
MON,DSA,STB,VAL,KVB,MON
MON,DSA,STC,KVB,TEQ,MON
MON,DSA,STC,KVB,TRC,MON
MON,DSA,STC,VAL,KVB,MON
MON,DSA,KVB,TEQ,TRC,MON
MON,DSA,VAL,KVB,TEQ,MON
MON,TRC,KVB,VAL,DSA,MON
MON,DSA,STA,NLN,TEQ,MON
MON,DSA,STA,NLN,TRC,MON
MON,DSA,STA,NLN,VAL,MON
MON,DSA,STB,NLN,VAL,MON
MON,DSA,STC,NLN,VAL,MON
MON,DSA,NLN,TEQ,TRC,MON
MON,DSA,NLN,VAL,TEQ,MON
MON,TRC,VAL,NLN,DSA,MON
MON,DSA,STA,STB,VAL,MON
MON,DSA,STC,STA,VAL,MON
MON,DSA,STA,TEQ,TRC,MON
MON,DSA,STA,VAL,TEQ,MON
MON,DSA,STA,VAL,TRC,MON
MON,DSA,STC,STB,VAL,MON
MON,DSA,STB,TEQ,TRC,MON
MON,DSA,STB,VAL,TEQ,MON
MON,DSA,STB,VAL,TRC,MON
MON,TRC,TEQ,STC,DSA,MON
MON,DSA,STC,VAL,TEQ,MON
MON,DSA,STC,VAL,TRC,MON
MON,DSA,VAL,TEQ,TRC,MON
MON,DSS,GFB,GFA,KVB,MON
MON,DSS,GFB,GFA,VAL,MON
MON,DSS,GFC,GFA,KVB,MON
MON,DSS,GFC,GFA,VAL,MON
MON,DSS,GFA,NLN,KVB,MON
MON,DSS,STA,GFA,KVB,MON
MON,DSS,GFA,KVB,TEQ,MON
MON,DSS,GFA,KVB,TRC,MON
MON,DSS,GFA,VAL,KVB,MON
MON,DSS,GFA,NLN,VAL,MON
MON,DSS,STA,GFA,VAL,MON
MON,DSS,GFA,TEQ,TRC,MON
MON,DSS,GFA,VAL,TEQ,MON
MON,DSS,GFA,VAL,TRC,MON
MON,DSS,GFB,GFC,KVB,MON
MON,TEQ,GFC,GFB,DSS,MON
MON,DSS,GFB,GFC,TRC,MON
MON,DSS,GFB,GFC,VAL,MON
MON,DSS,GFB,NLN,KVB,MON
MON,DSS,STA,GFB,KVB,MON
MON,DSS,STB,GFB,KVB,MON
MON,DSS,STC,GFB,KVB,MON
MON,TEQ,KVB,GFB,DSS,MON
MON,DSS,GFB,KVB,TRC,MON
MON,DSS,GFB,VAL,KVB,MON
MON,DSS,GFB,NLN,TEQ,MON
MON,DSS,GFB,NLN,TRC,MON
MON,DSS,GFB,NLN,VAL,MON
MON,DSS,STA,GFB,TEQ,MON
MON,DSS,STA,GFB,TRC,MON
MON,DSS,STA,GFB,VAL,MON
MON,DSS,STB,GFB,TEQ,MON
MON,DSS,STB,GFB,TRC,MON
MON,VAL,GFB,STB,DSS,MON
MON,DSS,STC,GFB,TEQ,MON
MON,DSS,STC,GFB,TRC,MON
MON,DSS,STC,GFB,VAL,MON
MON,TRC,TEQ,GFB,DSS,MON
MON,DSS,GFB,VAL,TEQ,MON
MON,DSS,GFB,VAL,TRC,MON
MON,DSS,GFC,NLN,KVB,MON
MON,KVB,GFC,STA,DSS,MON
MON,DSS,STB,GFC,KVB,MON
MON,DSS,STC,GFC,KVB,MON
MON,TEQ,KVB,GFC,DSS,MON
MON,DSS,GFC,KVB,TRC,MON
MON,DSS,GFC,VAL,KVB,MON
MON,DSS,GFC,NLN,TEQ,MON
MON,DSS,GFC,NLN,TRC,MON
MON,DSS,GFC,NLN,VAL,MON
MON,DSS,STA,GFC,TEQ,MON
MON,DSS,STA,GFC,TRC,MON
MON,DSS,STA,GFC,VAL,MON
MON,DSS,STB,GFC,VAL,MON
MON,DSS,STC,GFC,VAL,MON
MON,DSS,GFC,TEQ,TRC,MON
MON,DSS,GFC,VAL,TEQ,MON
MON,TRC,VAL,GFC,DSS,MON
MON,KVB,NLN,STA,DSS,MON
MON,DSS,STB,NLN,KVB,MON
MON,DSS,STC,NLN,KVB,MON
MON,TEQ,KVB,NLN,DSS,MON
MON,DSS,NLN,KVB,TRC,MON
MON,DSS,NLN,VAL,KVB,MON
MON,DSS,STA,STB,KVB,MON
MON,DSS,STC,STA,KVB,MON
MON,DSS,STA,KVB,TEQ,MON
MON,TRC,KVB,STA,DSS,MON
MON,DSS,STA,VAL,KVB,MON
MON,DSS,STB,KVB,TEQ,MON
MON,DSS,STB,KVB,TRC,MON
MON,KVB,VAL,STB,DSS,MON
MON,DSS,STC,KVB,TEQ,MON
MON,DSS,STC,KVB,TRC,MON
MON,DSS,STC,VAL,KVB,MON
MON,DSS,KVB,TEQ,TRC,MON
MON,TEQ,KVB,VAL,DSS,MON
MON,DSS,VAL,KVB,TRC,MON
MON,DSS,STA,NLN,TEQ,MON
MON,DSS,STA,NLN,TRC,MON
MON,DSS,STA,NLN,VAL,MON
MON,DSS,STB,NLN,VAL,MON
MON,DSS,STC,NLN,VAL,MON
MON,TRC,TEQ,NLN,DSS,MON
MON,DSS,NLN,VAL,TEQ,MON
MON,DSS,NLN,VAL,TRC,MON
MON,DSS,STA,STB,VAL,MON
MON,DSS,STC,STA,VAL,MON
MON,DSS,STA,TEQ,TRC,MON
MON,DSS,STA,VAL,TEQ,MON
MON,DSS,STA,VAL,TRC,MON
MON,DSS,STC,STB,VAL,MON
MON,DSS,STB,TEQ,TRC,MON
MON,DSS,STB,VAL,TEQ,MON
MON,DSS,STB,VAL,TRC,MON
MON,TRC,TEQ,STC,DSS,MON
MON,DSS,STC,VAL,TEQ,MON
MON,DSS,STC,VAL,TRC,MON
MON,TRC,TEQ,VAL,DSS,MON
MON,GFC,GFB,GFA,KVB,MON
MON,GFC,GFB,GFA,TEQ,MON
MON,GFC,GFB,GFA,TRC,MON
MON,GFC,GFB,GFA,VAL,MON
MON,KVB,GFB,GFA,NLN,MON
MON,GFB,STA,GFA,KVB,MON
MON,GFB,STB,GFA,KVB,MON
MON,GFB,STC,GFA,KVB,MON
MON,GFB,GFA,KVB,TEQ,MON
MON,GFB,GFA,KVB,TRC,MON
MON,KVB,GFB,GFA,VAL,MON
MON,GFB,GFA,NLN,TEQ,MON
MON,GFB,GFA,NLN,TRC,MON
MON,GFB,GFA,NLN,VAL,MON
MON,GFB,STA,GFA,TEQ,MON
MON,GFB,STA,GFA,TRC,MON
MON,GFB,STA,GFA,VAL,MON
MON,GFB,STB,GFA,VAL,MON
MON,VAL,GFA,STC,GFB,MON
MON,TRC,TEQ,GFA,GFB,MON
MON,GFB,GFA,VAL,TEQ,MON
MON,GFB,GFA,VAL,TRC,MON
MON,KVB,NLN,GFA,GFC,MON
MON,GFC,STA,GFA,KVB,MON
MON,GFC,STB,GFA,KVB,MON
MON,GFC,STC,GFA,KVB,MON
MON,GFC,GFA,KVB,TEQ,MON
MON,GFC,GFA,KVB,TRC,MON
MON,GFC,GFA,VAL,KVB,MON
MON,GFC,GFA,NLN,TEQ,MON
MON,GFC,GFA,NLN,TRC,MON
MON,GFC,GFA,NLN,VAL,MON
MON,GFC,STA,GFA,TEQ,MON
MON,GFC,STA,GFA,TRC,MON
MON,GFC,STA,GFA,VAL,MON
MON,GFC,GFA,STB,VAL,MON
MON,GFC,STC,GFA,VAL,MON
MON,GFC,GFA,TEQ,TRC,MON
MON,GFC,GFA,VAL,TEQ,MON
MON,GFC,GFA,VAL,TRC,MON
MON,KVB,GFA,STA,NLN,MON
MON,KVB,GFA,STB,NLN,MON
MON,KVB,GFA,STC,NLN,MON
MON,KVB,GFA,NLN,TEQ,MON
MON,KVB,GFA,NLN,TRC,MON
MON,KVB,GFA,NLN,VAL,MON
MON,GFA,STA,STB,KVB,MON
MON,KVB,GFA,STA,STC,MON
MON,STA,GFA,KVB,TEQ,MON
MON,STA,GFA,KVB,TRC,MON
MON,VAL,STA,GFA,KVB,MON
MON,GFA,STB,KVB,TEQ,MON
MON,TRC,KVB,STB,GFA,MON
MON,KVB,GFA,STB,VAL,MON
MON,STC,GFA,KVB,TEQ,MON
MON,STC,GFA,KVB,TRC,MON
MON,KVB,VAL,GFA,STC,MON
MON,GFA,KVB,TEQ,TRC,MON
MON,KVB,GFA,VAL,TEQ,MON
MON,KVB,GFA,VAL,TRC,MON
MON,GFA,STA,NLN,TEQ,MON
MON,GFA,STA,NLN,TRC,MON
MON,GFA,STA,NLN,VAL,MON
MON,GFA,STB,NLN,VAL,MON
MON,STC,GFA,NLN,VAL,MON
MON,GFA,NLN,TEQ,TRC,MON
MON,GFA,NLN,VAL,TEQ,MON
MON,GFA,NLN,VAL,TRC,MON
MON,GFA,STA,STB,VAL,MON
MON,STC,STA,GFA,VAL,MON
MON,STA,GFA,TEQ,TRC,MON
MON,GFA,STA,VAL,TEQ,MON
MON,GFA,STA,VAL,TRC,MON
MON,TRC,TEQ,STB,GFA,MON
MON,GFA,STB,VAL,TEQ,MON
MON,TRC,VAL,STB,GFA,MON
MON,TRC,TEQ,GFA,STC,MON
MON,STC,GFA,VAL,TEQ,MON
MON,STC,GFA,VAL,TRC,MON
MON,GFA,VAL,TEQ,TRC,MON
MON,KVB,NLN,GFB,GFC,MON
MON,GFC,GFB,STA,KVB,MON
MON,KVB,STB,GFB,GFC,MON
MON,GFC,STC,GFB,KVB,MON
MON,GFC,GFB,KVB,TEQ,MON
MON,GFC,GFB,KVB,TRC,MON
MON,GFC,GFB,VAL,KVB,MON
MON,GFC,GFB,STA,NLN,MON
MON,GFC,GFB,NLN,TEQ,MON
MON,GFC,GFB,NLN,TRC,MON
MON,GFC,GFB,NLN,VAL,MON
MON,GFC,GFB,STA,TEQ,MON
MON,TRC,STA,GFB,GFC,MON
MON,GFC,GFB,STA,VAL,MON
MON,GFC,GFB,STB,TEQ,MON
MON,GFC,GFB,STB,TRC,MON
MON,GFC,GFB,STB,VAL,MON
MON,TEQ,GFB,STC,GFC,MON
MON,STC,GFB,GFC,TRC,MON
MON,GFC,GFB,STC,VAL,MON
MON,GFC,GFB,TEQ,TRC,MON
MON,GFC,GFB,VAL,TEQ,MON
MON,GFC,GFB,VAL,TRC,MON
MON,KVB,GFB,STA,NLN,MON
MON,KVB,GFB,STB,NLN,MON
MON,KVB,GFB,STC,NLN,MON
MON,KVB,GFB,NLN,TEQ,MON
MON,KVB,GFB,NLN,TRC,MON
MON,KVB,GFB,NLN,VAL,MON
MON,KVB,STB,STA,GFB,MON
MON,GFB,STC,STA,KVB,MON
MON,GFB,STA,KVB,TEQ,MON
MON,GFB,STA,KVB,TRC,MON
MON,KVB,GFB,STA,VAL,MON
MON,GFB,STC,STB,KVB,MON
MON,GFB,STB,KVB,TEQ,MON
MON,GFB,STB,KVB,TRC,MON
MON,KVB,GFB,STB,VAL,MON
MON,STC,GFB,KVB,TEQ,MON
MON,STC,GFB,KVB,TRC,MON
MON,VAL,STC,GFB,KVB,MON
MON,GFB,KVB,TEQ,TRC,MON
MON,KVB,GFB,VAL,TEQ,MON
MON,KVB,GFB,VAL,TRC,MON
MON,GFB,STA,NLN,TEQ,MON
MON,GFB,STA,NLN,TRC,MON
MON,GFB,STA,NLN,VAL,MON
MON,GFB,STB,NLN,TEQ,MON
MON,GFB,STB,NLN,TRC,MON
MON,GFB,STB,NLN,VAL,MON
MON,TEQ,NLN,STC,GFB,MON
MON,GFB,STC,NLN,TRC,MON
MON,GFB,STC,NLN,VAL,MON
MON,GFB,NLN,TEQ,TRC,MON
MON,GFB,NLN,VAL,TEQ,MON
MON,GFB,NLN,VAL,TRC,MON
MON,GFB,STA,STB,TEQ,MON
MON,GFB,STA,STB,TRC,MON
MON,GFB,STA,STB,VAL,MON
MON,TEQ,GFB,STA,STC,MON
MON,STC,STA,GFB,TRC,MON
MON,GFB,STC,STA,VAL,MON
MON,GFB,STA,TEQ,TRC,MON
MON,GFB,STA,VAL,TEQ,MON
MON,GFB,STA,VAL,TRC,MON
MON,TEQ,STB,STC,GFB,MON
MON,GFB,STC,STB,TRC,MON
MON,VAL,STB,STC,GFB,MON
MON,GFB,STB,TEQ,TRC,MON
MON,GFB,STB,VAL,TEQ,MON
MON,GFB,STB,VAL,TRC,MON
MON,STC,GFB,TEQ,TRC,MON
MON,GFB,STC,VAL,TEQ,MON
MON,TRC,VAL,STC,GFB,MON
MON,GFB,VAL,TEQ,TRC,MON
MON,GFC,STA,NLN,KVB,MON
MON,GFC,STB,NLN,KVB,MON
MON,KVB,NLN,STC,GFC,MON
MON,KVB,GFC,NLN,TEQ,MON
MON,KVB,GFC,NLN,TRC,MON
MON,GFC,NLN,VAL,KVB,MON
MON,KVB,STB,STA,GFC,MON
MON,GFC,STC,STA,KVB,MON
MON,GFC,STA,KVB,TEQ,MON
MON,GFC,STA,KVB,TRC,MON
MON,KVB,VAL,STA,GFC,MON
MON,GFC,STC,STB,KVB,MON
MON,GFC,STB,KVB,TEQ,MON
MON,TRC,KVB,STB,GFC,MON
MON,GFC,STB,VAL,KVB,MON
MON,TEQ,KVB,STC,GFC,MON
MON,TRC,KVB,STC,GFC,MON
MON,GFC,STC,VAL,KVB,MON
MON,GFC,KVB,TEQ,TRC,MON
MON,KVB,GFC,VAL,TEQ,MON
MON,GFC,VAL,KVB,TRC,MON
MON,GFC,STA,NLN,TEQ,MON
MON,GFC,STA,NLN,TRC,MON
MON,GFC,STA,NLN,VAL,MON
MON,GFC,STB,NLN,TEQ,MON
MON,GFC,STB,NLN,TRC,MON
MON,GFC,STB,NLN,VAL,MON
MON,GFC,STC,NLN,TEQ,MON
MON,GFC,STC,NLN,TRC,MON
MON,GFC,STC,NLN,VAL,MON
MON,GFC,NLN,TEQ,TRC,MON
MON,GFC,NLN,VAL,TEQ,MON
MON,GFC,NLN,VAL,TRC,MON
MON,GFC,STA,STB,TEQ,MON
MON,GFC,STA,STB,TRC,MON
MON,GFC,STA,STB,VAL,MON
MON,GFC,STC,STA,TEQ,MON
MON,GFC,STC,STA,TRC,MON
MON,GFC,STC,STA,VAL,MON
MON,GFC,STA,TEQ,TRC,MON
MON,GFC,STA,VAL,TEQ,MON
MON,GFC,STA,VAL,TRC,MON
MON,GFC,STC,STB,VAL,MON
MON,TRC,TEQ,STB,GFC,MON
MON,GFC,STB,VAL,TEQ,MON
MON,TRC,VAL,STB,GFC,MON
MON,STC,GFC,TEQ,TRC,MON
MON,GFC,STC,VAL,TEQ,MON
MON,TRC,VAL,STC,GFC,MON
MON,GFC,VAL,TEQ,TRC,MON
MON,NLN,STB,STA,KVB,MON
MON,KVB,NLN,STA,STC,MON
MON,KVB,STA,NLN,TEQ,MON
MON,KVB,STA,NLN,TRC,MON
MON,VAL,NLN,STA,KVB,MON
MON,KVB,NLN,STB,STC,MON
MON,KVB,STB,NLN,TEQ,MON
MON,KVB,STB,NLN,TRC,MON
MON,KVB,STB,NLN,VAL,MON
MON,TEQ,NLN,STC,KVB,MON
MON,KVB,STC,NLN,TRC,MON
MON,KVB,VAL,NLN,STC,MON
MON,KVB,NLN,TEQ,TRC,MON
MON,KVB,VAL,NLN,TEQ,MON
MON,KVB,VAL,NLN,TRC,MON
MON,KVB,STB,STA,STC,MON
MON,STA,STB,KVB,TEQ,MON
MON,STA,STB,KVB,TRC,MON
MON,VAL,STB,STA,KVB,MON
MON,STC,STA,KVB,TEQ,MON
MON,STC,STA,KVB,TRC,MON
MON,KVB,VAL,STA,STC,MON
MON,STA,KVB,TEQ,TRC,MON
MON,KVB,STA,VAL,TEQ,MON
MON,KVB,STA,VAL,TRC,MON
MON,TEQ,KVB,STB,STC,MON
MON,STC,STB,KVB,TRC,MON
MON,KVB,VAL,STB,STC,MON
MON,STB,KVB,TEQ,TRC,MON
MON,KVB,STB,VAL,TEQ,MON
MON,KVB,STB,VAL,TRC,MON
MON,STC,KVB,TEQ,TRC,MON
MON,KVB,STC,VAL,TEQ,MON
MON,KVB,STC,VAL,TRC,MON
MON,KVB,VAL,TEQ,TRC,MON
MON,STA,STB,NLN,TEQ,MON
MON,STA,STB,NLN,TRC,MON
MON,STA,STB,NLN,VAL,MON
MON,TEQ,NLN,STA,STC,MON
MON,STC,STA,NLN,TRC,MON
MON,STC,STA,NLN,VAL,MON
MON,STA,NLN,TEQ,TRC,MON
MON,STA,NLN,VAL,TEQ,MON
MON,STA,NLN,VAL,TRC,MON
MON,STC,STB,NLN,VAL,MON
MON,STB,NLN,TEQ,TRC,MON
MON,STB,NLN,VAL,TEQ,MON
MON,TRC,VAL,NLN,STB,MON
MON,STC,NLN,TEQ,TRC,MON
MON,STC,NLN,VAL,TEQ,MON
MON,STC,NLN,VAL,TRC,MON
MON,TRC,TEQ,NLN,VAL,MON
MON,STC,STA,STB,VAL,MON
MON,STA,STB,TEQ,TRC,MON
MON,STA,STB,VAL,TEQ,MON
MON,STA,STB,VAL,TRC,MON
MON,STC,STA,TEQ,TRC,MON
MON,STC,STA,VAL,TEQ,MON
MON,TRC,VAL,STA,STC,MON
MON,STA,VAL,TEQ,TRC,MON
MON,STC,STB,TEQ,TRC,MON
MON,STC,STB,VAL,TEQ,MON
MON,STC,STB,VAL,TRC,MON
MON,TRC,TEQ,VAL,STB,MON
MON,STC,VAL,TEQ,TRC,MON
MON,DSA,ASL,VAL,KVB,TEQ,MON
MON,TRC,KVB,VAL,ASL,DSA,MON
MON,DSS,ASL,VAL,KVB,TEQ,MON
MON,DSS,ASL,VAL,KVB,TRC,MON
MON,KVB,GFA,ASL,VAL,TEQ,MON
MON,TRC,VAL,ASL,GFA,KVB,MON
MON,GFC,GFB,ASL,VAL,KVB,MON
MON,KVB,GFB,ASL,NLN,VAL,MON
MON,KVB,GFB,STA,ASL,VAL,MON
MON,GFB,ASL,KVB,TEQ,TRC,MON
MON,KVB,GFB,ASL,VAL,TEQ,MON
MON,TRC,VAL,ASL,GFB,KVB,MON
MON,TRC,TEQ,VAL,ASL,GFB,MON
MON,KVB,VAL,NLN,ASL,GFC,MON
MON,GFC,STA,ASL,VAL,KVB,MON
MON,GFC,ASL,KVB,TEQ,TRC,MON
MON,KVB,GFC,ASL,VAL,TEQ,MON
MON,GFC,ASL,VAL,KVB,TRC,MON
MON,TRC,TEQ,VAL,ASL,GFC,MON
MON,KVB,STA,ASL,NLN,VAL,MON
MON,KVB,ASL,NLN,TEQ,TRC,MON
MON,KVB,ASL,NLN,VAL,TEQ,MON
MON,KVB,ASL,NLN,VAL,TRC,MON
MON,KVB,STA,ASL,TEQ,TRC,MON
MON,KVB,STA,ASL,VAL,TEQ,MON
MON,TRC,VAL,ASL,STA,KVB,MON
MON,KVB,STB,ASL,VAL,TEQ,MON
MON,KVB,STB,ASL,VAL,TRC,MON
MON,KVB,STC,ASL,VAL,TEQ,MON
MON,KVB,STC,ASL,VAL,TRC,MON
MON,KVB,ASL,VAL,TEQ,TRC,MON
MON,TRC,TEQ,NLN,ASL,VAL,MON
MON,TRC,TEQ,VAL,ASL,STA,MON
MON,DSA,GFB,VAL,KVB,TEQ,MON
MON,TRC,KVB,VAL,GFB,DSA,MON
MON,DSA,GFB,VAL,TEQ,TRC,MON
MON,TEQ,KVB,VAL,GFC,DSA,MON
MON,DSA,GFC,VAL,KVB,TRC,MON
MON,DSA,NLN,VAL,KVB,TEQ,MON
MON,TRC,KVB,VAL,NLN,DSA,MON
MON,TEQ,KVB,VAL,STA,DSA,MON
MON,DSA,STA,VAL,KVB,TRC,MON
MON,TRC,TEQ,KVB,VAL,DSA,MON
MON,TEQ,KVB,VAL,GFB,DSS,MON
MON,DSS,GFB,VAL,KVB,TRC,MON
MON,TRC,TEQ,VAL,GFB,DSS,MON
MON,DSS,GFC,VAL,KVB,TEQ,MON
MON,TRC,KVB,VAL,GFC,DSS,MON
MON,DSS,NLN,VAL,KVB,TEQ,MON
MON,DSS,NLN,VAL,KVB,TRC,MON
MON,TEQ,KVB,VAL,STA,DSS,MON
MON,DSS,STA,VAL,KVB,TRC,MON
MON,DSS,VAL,KVB,TEQ,TRC,MON
MON,KVB,GFB,GFA,VAL,TEQ,MON
MON,KVB,GFB,GFA,VAL,TRC,MON
MON,KVB,GFC,GFA,VAL,TEQ,MON
MON,GFC,GFA,VAL,KVB,TRC,MON
MON,KVB,GFA,NLN,VAL,TEQ,MON
MON,TRC,VAL,NLN,GFA,KVB,MON
MON,KVB,GFA,STA,VAL,TEQ,MON
MON,KVB,GFA,STA,VAL,TRC,MON
MON,KVB,GFA,VAL,TEQ,TRC,MON
MON,GFC,GFB,NLN,VAL,KVB,MON
MON,KVB,VAL,STA,GFB,GFC,MON
MON,GFC,GFB,KVB,TEQ,TRC,MON
MON,KVB,GFC,GFB,VAL,TEQ,MON
MON,GFC,GFB,VAL,KVB,TRC,MON
MON,GFC,GFB,VAL,TEQ,TRC,MON
MON,KVB,GFB,STA,NLN,VAL,MON
MON,KVB,GFB,NLN,TEQ,TRC,MON
MON,KVB,GFB,NLN,VAL,TEQ,MON
MON,KVB,GFB,NLN,VAL,TRC,MON
MON,GFB,STA,KVB,TEQ,TRC,MON
MON,KVB,GFB,STA,VAL,TEQ,MON
MON,KVB,GFB,STA,VAL,TRC,MON
MON,KVB,GFB,STB,VAL,TEQ,MON
MON,KVB,GFB,STB,VAL,TRC,MON
MON,KVB,GFB,STC,VAL,TEQ,MON
MON,KVB,GFB,STC,VAL,TRC,MON
MON,KVB,GFB,VAL,TEQ,TRC,MON
MON,GFB,NLN,VAL,TEQ,TRC,MON
MON,GFB,STA,VAL,TEQ,TRC,MON
MON,GFB,STB,VAL,TEQ,TRC,MON
MON,GFB,STC,VAL,TEQ,TRC,MON
MON,GFC,STA,NLN,VAL,KVB,MON
MON,KVB,GFC,NLN,TEQ,TRC,MON
MON,KVB,GFC,NLN,VAL,TEQ,MON
MON,GFC,NLN,VAL,KVB,TRC,MON
MON,GFC,STA,KVB,TEQ,TRC,MON
MON,KVB,GFC,STA,VAL,TEQ,MON
MON,GFC,STA,VAL,KVB,TRC,MON
MON,KVB,GFC,STB,VAL,TEQ,MON
MON,TRC,KVB,VAL,STB,GFC,MON
MON,KVB,GFC,STC,VAL,TEQ,MON
MON,TRC,KVB,VAL,STC,GFC,MON
MON,KVB,GFC,VAL,TEQ,TRC,MON
MON,TRC,TEQ,VAL,NLN,GFC,MON
MON,GFC,STA,VAL,TEQ,TRC,MON
