MON,GFAGFBGFC,MON
MON,STASTBSTC,MON
MON,APT,DAB,MON
MON,APT,GFAGFBGFC,MON
MON,APT,STASTBSTC,MON
MON,ASL,DAB,MON
MON,ASL,OSE,MON
MON,DAB,DSA,MON
MON,DAB,DSS,MON
MON,DAB,OSE,MON
MON,DSA,DSS,MON
MON,DSA,NLNVAL,MON
MON,DSA,OSE,MON
MON,DSA,OSOVFB,MON
MON,DSA,TEQTRC,MON
MON,DSS,NLNVAL,MON
MON,DSS,OSE,MON
MON,DSS,OSOVFB,MON
MON,DSS,TEQTRC,MON
MON,GFAGFBGFC,KVB,MON
MON,GFAGFBGFC,MID,MON
MON,GFAGFBGFC,OSC,MON
MON,GFAGFBGFC,OSS,MON
MON,GFAGFBGFC,TENTRB,MON
MON,GFAGFBGFC,TRO,MON
MON,KVB,STASTBSTC,MON
MON,MID,STASTBSTC,MON
MON,NLNVAL,OSE,MON
MON,OSC,STASTBSTC,MON
MON,OSS,STASTBSTC,MON
MON,STASTBSTC,TRO,MON
MON,DSA,KVB,MID,TENTRB,MON
MON,DSA,KVB,MID,TEQTRC,MON
MON,DSA,KVB,MID,TRO,MON
MON,DSA,KVB,NLNVAL,OSC,MON
MON,DSA,KVB,NLNVAL,OSS,MON
MON,DSA,KVB,NLNVAL,TRO,MON
MON,DSA,KVB,OSC,OSOVFB,MON
MON,DSA,KVB,OSC,OSS,MON
MON,DSA,KVB,OSC,TENTRB,MON
MON,DSA,KVB,OSC,TEQTRC,MON
MON,DSA,KVB,OSC,TRO,MON
MON,DSA,KVB,OSE,TRO,MON
MON,DSA,KVB,OSOVFB,OSS,MON
MON,DSA,KVB,OSOVFB,TRO,MON
MON,DSA,KVB,OSS,TENTRB,MON
MON,DSA,KVB,OSS,TEQTRC,MON
MON,DSA,KVB,OSS,TRO,MON
MON,DSA,KVB,TENTRB,TRO,MON
MON,DSA,KVB,TEQTRC,TRO,MON
MON,DSA,MID,NLNVAL,OSC,MON
MON,DSA,MID,NLNVAL,TRO,MON
MON,DSA,MID,OSC,OSOVFB,MON
MON,DSA,MID,OSC,OSS,MON
MON,DSA,MID,OSC,TENTRB,MON
MON,DSA,MID,OSC,TEQTRC,MON
MON,DSA,MID,OSC,TRO,MON
MON,DSA,MID,OSE,TRO,MON
MON,DSA,MID,OSOVFB,OSS,MON
MON,DSA,MID,OSOVFB,TRO,MON
MON,DSA,MID,OSS,TENTRB,MON
MON,DSA,MID,OSS,TEQTRC,MON
MON,DSA,MID,OSS,TRO,MON
MON,DSA,MID,TENTRB,TRO,MON
MON,DSA,MID,TEQTRC,TRO,MON
MON,DSA,NLNVAL,OSC,TRO,MON
MON,DSA,NLNVAL,OSS,TRO,MON
MON,DSA,OSC,OSOVFB,TRO,MON
MON,DSA,OSC,OSS,TENTRB,MON
MON,DSA,OSC,OSS,TRO,MON
MON,DSA,OSC,TENTRB,TRO,MON
MON,DSA,OSC,TEQTRC,TRO,MON
MON,DSA,OSOVFB,OSS,TRO,MON
MON,DSA,OSS,TENTRB,TRO,MON
MON,DSA,OSS,TEQTRC,TRO,MON
MON,DSA,TENTRB,TEQTRC,TRO,MON
MON,DSS,KVB,MID,NLNVAL,MON
MON,DSS,KVB,MID,OSC,MON
MON,DSS,KVB,MID,OSOVFB,MON
MON,DSS,KVB,MID,OSS,MON
MON,DSS,KVB,MID,TENTRB,MON
MON,DSS,KVB,MID,TEQTRC,MON
MON,DSS,KVB,MID,TRO,MON
MON,DSS,KVB,NLNVAL,OSC,MON
MON,DSS,KVB,NLNVAL,OSS,MON
MON,DSS,KVB,NLNVAL,TRO,MON
MON,DSS,KVB,OSC,OSOVFB,MON
MON,DSS,KVB,OSC,OSS,MON
MON,DSS,KVB,OSC,TENTRB,MON
MON,DSS,KVB,OSC,TEQTRC,MON
MON,DSS,KVB,OSC,TRO,MON
MON,DSS,KVB,OSE,TRO,MON
MON,DSS,KVB,OSOVFB,OSS,MON
MON,DSS,KVB,OSOVFB,TRO,MON
MON,DSS,KVB,OSS,TENTRB,MON
MON,DSS,KVB,OSS,TEQTRC,MON
MON,DSS,KVB,OSS,TRO,MON
MON,DSS,KVB,TENTRB,TRO,MON
MON,DSS,KVB,TEQTRC,TRO,MON
MON,DSS,MID,NLNVAL,OSC,MON
MON,DSS,MID,NLNVAL,TRO,MON
MON,DSS,MID,OSC,OSOVFB,MON
MON,DSS,MID,OSC,OSS,MON
MON,DSS,MID,OSC,TENTRB,MON
MON,DSS,MID,OSC,TEQTRC,MON
MON,DSS,MID,OSC,TRO,MON
MON,DSS,MID,OSE,TRO,MON
MON,DSS,MID,OSOVFB,OSS,MON
MON,DSS,MID,OSOVFB,TRO,MON
MON,DSS,MID,OSS,TENTRB,MON
MON,DSS,MID,OSS,TEQTRC,MON
MON,DSS,MID,OSS,TRO,MON
MON,DSS,MID,TENTRB,TRO,MON
MON,DSS,MID,TEQTRC,TRO,MON
MON,DSS,NLNVAL,OSC,TRO,MON
MON,DSS,NLNVAL,OSS,TRO,MON
MON,DSS,OSC,OSOVFB,TRO,MON
MON,DSS,OSC,OSS,TENTRB,MON
MON,DSS,OSC,OSS,TRO,MON
MON,DSS,OSC,TENTRB,TRO,MON
MON,DSS,OSC,TEQTRC,TRO,MON
MON,DSS,OSOVFB,OSS,TRO,MON
MON,DSS,OSS,TENTRB,TRO,MON
MON,DSS,OSS,TEQTRC,TRO,MON
MON,DSS,TENTRB,TEQTRC,TRO,MON
MON,KVB,MID,NLNVAL,OSC,MON
MON,KVB,MID,NLNVAL,OSOVFB,MON
MON,KVB,MID,NLNVAL,OSS,MON
MON,KVB,MID,NLNVAL,TENTRB,MON
MON,KVB,MID,NLNVAL,TEQTRC,MON
MON,KVB,MID,NLNVAL,TRO,MON
MON,KVB,MID,OSC,OSE,MON
MON,KVB,MID,OSC,OSOVFB,MON
MON,KVB,MID,OSC,OSS,MON
MON,KVB,MID,OSC,TENTRB,MON
MON,KVB,MID,OSC,TEQTRC,MON
MON,KVB,MID,OSC,TRO,MON
MON,KVB,MID,OSE,OSS,MON
MON,KVB,MID,OSE,TENTRB,MON
MON,KVB,MID,OSE,TRO,MON
MON,KVB,MID,OSOVFB,OSS,MON
MON,KVB,MID,OSOVFB,TENTRB,MON
MON,KVB,MID,OSOVFB,TEQTRC,MON
MON,KVB,MID,OSOVFB,TRO,MON
MON,KVB,MID,OSS,TENTRB,MON
MON,KVB,MID,OSS,TEQTRC,MON
MON,KVB,MID,OSS,TRO,MON
MON,KVB,MID,TENTRB,TEQTRC,MON
MON,KVB,MID,TENTRB,TRO,MON
MON,KVB,MID,TEQTRC,TRO,MON
MON,KVB,NLNVAL,OSC,OSOVFB,MON
MON,KVB,NLNVAL,OSC,OSS,MON
MON,KVB,NLNVAL,OSC,TENTRB,MON
MON,KVB,NLNVAL,OSC,TEQTRC,MON
MON,KVB,NLNVAL,OSC,TRO,MON
MON,KVB,NLNVAL,OSE,TRO,MON
MON,KVB,NLNVAL,OSOVFB,OSS,MON
MON,KVB,NLNVAL,OSOVFB,TRO,MON
MON,KVB,NLNVAL,OSS,TENTRB,MON
MON,KVB,NLNVAL,OSS,TEQTRC,MON
MON,KVB,NLNVAL,OSS,TRO,MON
MON,KVB,NLNVAL,TENTRB,TRO,MON
MON,KVB,NLNVAL,TEQTRC,TRO,MON
MON,KVB,OSC,OSE,OSS,MON
MON,KVB,OSC,OSE,TRO,MON
MON,KVB,OSC,OSOVFB,OSS,MON
MON,KVB,OSC,OSOVFB,TENTRB,MON
MON,KVB,OSC,OSOVFB,TEQTRC,MON
MON,KVB,OSC,OSOVFB,TRO,MON
MON,KVB,OSC,OSS,TENTRB,MON
MON,KVB,OSC,OSS,TEQTRC,MON
MON,KVB,OSC,OSS,TRO,MON
MON,KVB,OSC,TENTRB,TEQTRC,MON
MON,KVB,OSC,TENTRB,TRO,MON
MON,KVB,OSC,TEQTRC,TRO,MON
MON,KVB,OSE,OSOVFB,TRO,MON
MON,KVB,OSE,OSS,TRO,MON
MON,KVB,OSE,TENTRB,TRO,MON
MON,KVB,OSE,TEQTRC,TRO,MON
MON,KVB,OSOVFB,OSS,TENTRB,MON
MON,KVB,OSOVFB,OSS,TEQTRC,MON
MON,KVB,OSOVFB,OSS,TRO,MON
MON,KVB,OSOVFB,TENTRB,TRO,MON
MON,KVB,OSOVFB,TEQTRC,TRO,MON
MON,KVB,OSS,TENTRB,TEQTRC,MON
MON,KVB,OSS,TENTRB,TRO,MON
MON,KVB,OSS,TEQTRC,TRO,MON
MON,KVB,TENTRB,TEQTRC,TRO,MON
MON,MID,NLNVAL,OSC,OSOVFB,MON
MON,MID,NLNVAL,OSC,OSS,MON
MON,MID,NLNVAL,OSC,TENTRB,MON
MON,MID,NLNVAL,OSC,TEQTRC,MON
MON,MID,NLNVAL,OSC,TRO,MON
MON,MID,NLNVAL,OSE,TRO,MON
MON,MID,NLNVAL,OSOVFB,OSS,MON
MON,MID,NLNVAL,OSOVFB,TRO,MON
MON,MID,NLNVAL,OSS,TENTRB,MON
MON,MID,NLNVAL,OSS,TEQTRC,MON
MON,MID,NLNVAL,OSS,TRO,MON
MON,MID,NLNVAL,TENTRB,TRO,MON
MON,MID,NLNVAL,TEQTRC,TRO,MON
MON,MID,OSC,OSE,OSS,MON
MON,MID,OSC,OSE,TRO,MON
MON,MID,OSC,OSOVFB,OSS,MON
MON,MID,OSC,OSOVFB,TENTRB,MON
MON,MID,OSC,OSOVFB,TEQTRC,MON
MON,MID,OSC,OSOVFB,TRO,MON
MON,MID,OSC,OSS,TENTRB,MON
MON,MID,OSC,OSS,TEQTRC,MON
MON,MID,OSC,OSS,TRO,MON
MON,MID,OSC,TENTRB,TEQTRC,MON
MON,MID,OSC,TENTRB,TRO,MON
MON,MID,OSC,TEQTRC,TRO,MON
MON,MID,OSE,OSOVFB,TRO,MON
MON,MID,OSE,OSS,TRO,MON
MON,MID,OSE,TENTRB,TRO,MON
MON,MID,OSE,TEQTRC,TRO,MON
MON,MID,OSOVFB,OSS,TENTRB,MON
MON,MID,OSOVFB,OSS,TEQTRC,MON
MON,MID,OSOVFB,OSS,TRO,MON
MON,MID,OSOVFB,TENTRB,TRO,MON
MON,MID,OSOVFB,TEQTRC,TRO,MON
MON,MID,OSS,TENTRB,TEQTRC,MON
MON,MID,OSS,TENTRB,TRO,MON
MON,MID,OSS,TEQTRC,TRO,MON
MON,MID,TENTRB,TEQTRC,TRO,MON
MON,NLNVAL,OSC,OSOVFB,TRO,MON
MON,NLNVAL,OSC,OSS,TENTRB,MON
MON,NLNVAL,OSC,OSS,TRO,MON
MON,NLNVAL,OSC,TENTRB,TRO,MON
MON,NLNVAL,OSC,TEQTRC,TRO,MON
MON,NLNVAL,OSOVFB,OSS,TRO,MON
MON,NLNVAL,OSS,TENTRB,TRO,MON
MON,NLNVAL,OSS,TEQTRC,TRO,MON
MON,NLNVAL,TENTRB,TEQTRC,TRO,MON
MON,OSC,OSE,OSS,TRO,MON
MON,OSC,OSE,TENTRB,TRO,MON
MON,OSC,OSOVFB,OSS,TENTRB,MON
MON,OSC,OSOVFB,OSS,TRO,MON
MON,OSC,OSOVFB,TENTRB,TRO,MON
MON,OSC,OSOVFB,TEQTRC,TRO,MON
MON,OSC,OSS,TENTRB,TEQTRC,MON
MON,OSC,OSS,TEQTRC,TRO,MON
MON,OSC,TENTRB,TEQTRC,TRO,MON
MON,OSE,OSS,TENTRB,TRO,MON
MON,OSOVFB,OSS,TENTRB,TRO,MON
MON,OSOVFB,OSS,TEQTRC,TRO,MON
MON,OSOVFB,TENTRB,TEQTRC,TRO,MON
MON,OSS,TENTRB,TEQTRC,TRO,MON
MON,APT,ASL,KVB,MID,OSC,MON
MON,APT,ASL,KVB,MID,OSS,MON
MON,APT,ASL,KVB,MID,TRO,MON
MON,APT,ASL,KVB,OSC,TRO,MON
MON,APT,ASL,KVB,OSS,TRO,MON
MON,APT,ASL,MID,OSC,TRO,MON
MON,APT,ASL,MID,OSS,TRO,MON
MON,APT,ASL,OSC,OSS,TRO,MON
MON,APT,DSA,KVB,OSC,TRO,MON
MON,APT,DSA,KVB,OSS,TRO,MON
MON,APT,DSA,MID,OSC,TRO,MON
MON,APT,DSS,KVB,OSC,TRO,MON
MON,APT,KVB,MID,NLNVAL,TRO,MON
MON,APT,KVB,MID,OSC,OSS,MON
MON,APT,KVB,MID,OSC,TENTRB,MON
MON,APT,KVB,MID,OSC,TRO,MON
MON,APT,KVB,MID,OSOVFB,TRO,MON
MON,APT,KVB,MID,OSS,TENTRB,MON
MON,APT,KVB,MID,OSS,TRO,MON
MON,APT,KVB,MID,TENTRB,TRO,MON
MON,APT,KVB,MID,TEQTRC,TRO,MON
MON,APT,KVB,NLNVAL,OSC,TRO,MON
MON,APT,KVB,NLNVAL,OSS,TRO,MON
MON,APT,KVB,OSC,OSOVFB,TRO,MON
MON,APT,KVB,OSC,OSS,TRO,MON
MON,APT,KVB,OSC,TENTRB,TRO,MON
MON,APT,KVB,OSC,TEQTRC,TRO,MON
MON,APT,KVB,OSOVFB,OSS,TRO,MON
MON,APT,KVB,OSS,TENTRB,TRO,MON
MON,APT,KVB,OSS,TEQTRC,TRO,MON
MON,APT,MID,NLNVAL,OSC,TRO,MON
MON,APT,MID,NLNVAL,OSS,TRO,MON
MON,APT,MID,OSC,OSOVFB,TRO,MON
MON,APT,MID,OSC,OSS,TRO,MON
MON,APT,MID,OSC,TENTRB,TRO,MON
MON,APT,MID,OSC,TEQTRC,TRO,MON
MON,APT,MID,OSOVFB,OSS,TRO,MON
MON,APT,MID,OSS,TENTRB,TRO,MON
MON,APT,MID,OSS,TEQTRC,TRO,MON
MON,APT,OSC,OSS,TENTRB,TRO,MON
MON,ASL,KVB,MID,OSC,OSS,MON
MON,ASL,KVB,MID,OSC,TRO,MON
MON,ASL,KVB,MID,OSS,TRO,MON
MON,ASL,KVB,MID,TENTRB,TRO,MON
MON,ASL,KVB,OSC,OSS,TRO,MON
MON,ASL,MID,OSC,OSS,TRO,MON
MON,DSA,KVB,MID,OSC,TRO,MON
MON,DSA,KVB,MID,OSS,TRO,MON
MON,DSA,KVB,OSC,OSS,TRO,MON
MON,DSA,MID,OSC,OSS,TRO,MON
MON,DSS,KVB,MID,OSC,TRO,MON
MON,DSS,KVB,MID,OSS,TRO,MON
MON,DSS,KVB,OSC,OSS,TRO,MON
MON,DSS,MID,OSC,OSS,TRO,MON
MON,KVB,MID,NLNVAL,OSC,TRO,MON
MON,KVB,MID,NLNVAL,OSS,TRO,MON
MON,KVB,MID,OSC,OSOVFB,TRO,MON
MON,KVB,MID,OSC,OSS,TENTRB,MON
MON,KVB,MID,OSC,OSS,TRO,MON
MON,KVB,MID,OSC,TENTRB,TRO,MON
MON,KVB,MID,OSC,TEQTRC,TRO,MON
MON,KVB,MID,OSOVFB,OSS,TRO,MON
MON,KVB,MID,OSS,TENTRB,TRO,MON
MON,KVB,MID,OSS,TEQTRC,TRO,MON
MON,KVB,MID,TENTRB,TEQTRC,TRO,MON
MON,KVB,NLNVAL,OSC,OSS,TRO,MON
MON,KVB,OSC,OSOVFB,OSS,TRO,MON
MON,KVB,OSC,OSS,TENTRB,TRO,MON
MON,KVB,OSC,OSS,TEQTRC,TRO,MON
MON,MID,NLNVAL,OSC,OSS,TRO,MON
MON,MID,OSC,OSOVFB,OSS,TRO,MON
MON,MID,OSC,OSS,TENTRB,TRO,MON
MON,MID,OSC,OSS,TEQTRC,TRO,MON
