MON,APT,DAB,MON
MON,APT,GFAGFB,MON
MON,ASL,DAB,MON
MON,ASL,GFAGFB,MON
MON,ASL,OSE,MON
MON,DAB,DSA,MON
MON,DAB,DSS,MON
MON,DAB,GFAGFB,MON
MON,DAB,OSE,MON
MON,DAB,STA,MON
MON,DAB,STB,MON
MON,DAB,STC,MON
MON,DSA,DSS,MON
MON,DSA,GFAGFB,MON
MON,DSA,NLNVAL,MON
MON,DSA,OSE,MON
MON,DSA,STB,MON
MON,DSA,STC,MON
MON,DSS,GFAGFB,MON
MON,DSS,NLNVAL,MON
MON,DSS,OSE,MON
MON,DSS,STB,MON
MON,DSS,STC,MON
MON,GFAGFB,GFC,MON
MON,GFAGFB,MID,MON
MON,GFAGFB,NLNVAL,MON
MON,GFAGFB,OSC,MON
MON,GFAGFB,OSE,MON
MON,GFAGFB,OSO,MON
MON,GFAGFB,OSS,MON
MON,GFAGFB,STA,MON
MON,GFAGFB,STB,MON
MON,GFAGFB,STC,MON
MON,GFAGFB,TEN,MON
MON,GFAGFB,TEQ,MON
MON,GFAGFB,TRB,MON
MON,GFAGFB,TRC,MON
MON,GFAGFB,TRO,MON
MON,GFAGFB,VFB,MON
MON,GFC,OSE,MON
MON,NLNVAL,OSE,MON
MON,NLNVAL,STB,MON
MON,NLNVAL,STC,MON
MON,OSE,STA,MON
MON,OSE,STB,MON
MON,OSE,STC,MON
MON,STB,STC,MON
MON,DSS,TEN,TRO,MON
MON,DSS,TEN,VFB,MON
MON,DSS,TEQ,TRB,MON
MON,DSS,TEQ,TRC,MON
MON,DSS,TEQ,TRO,MON
MON,DSS,TEQ,VFB,MON
MON,DSS,TRB,TRC,MON
MON,DSS,TRB,TRO,MON
MON,DSS,TRB,VFB,MON
MON,DSS,TRC,TRO,MON
MON,DSS,TRC,VFB,MON
MON,DSS,TRO,VFB,MON
MON,GFAGFB,GFC,KVB,MON
MON,GFAGFB,GFC,MID,MON
MON,GFAGFB,GFC,OSO,MON
MON,GFAGFB,GFC,TRO,MON
MON,GFAGFB,KVB,MID,MON
MON,GFAGFB,KVB,OSC,MON
MON,GFAGFB,KVB,OSO,MON
MON,GFAGFB,KVB,OSS,MON
MON,GFAGFB,KVB,STA,MON
MON,GFAGFB,KVB,TEN,MON
MON,GFAGFB,KVB,TEQ,MON
MON,GFAGFB,KVB,TRB,MON
MON,GFAGFB,KVB,TRC,MON
MON,GFAGFB,KVB,TRO,MON
MON,GFAGFB,KVB,VFB,MON
MON,GFAGFB,MID,OSC,MON
MON,GFAGFB,MID,OSO,MON
MON,GFAGFB,MID,OSS,MON
MON,GFAGFB,MID,STA,MON
MON,GFAGFB,MID,TEN,MON
MON,GFAGFB,MID,TEQ,MON
MON,GFAGFB,MID,TRB,MON
MON,GFAGFB,MID,TRC,MON
MON,GFAGFB,MID,TRO,MON
MON,GFAGFB,MID,VFB,MON
MON,GFAGFB,NLNVAL,TRO,MON
MON,GFAGFB,OSC,OSO,MON
MON,GFAGFB,OSC,OSS,MON
MON,GFAGFB,OSC,TEN,MON
MON,GFAGFB,OSC,TEQ,MON
MON,GFAGFB,OSC,TRB,MON
MON,GFAGFB,OSC,TRC,MON
MON,GFAGFB,OSC,TRO,MON
MON,GFAGFB,OSC,VFB,MON
MON,GFAGFB,OSO,OSS,MON
MON,GFAGFB,OSO,STA,MON
MON,GFAGFB,OSO,TEN,MON
MON,GFAGFB,OSO,TEQ,MON
MON,GFAGFB,OSO,TRB,MON
MON,GFAGFB,OSO,TRC,MON
MON,GFAGFB,OSO,TRO,MON
MON,GFAGFB,OSO,VFB,MON
MON,GFAGFB,OSS,TEN,MON
MON,GFAGFB,OSS,TEQ,MON
MON,GFAGFB,OSS,TRB,MON
MON,GFAGFB,OSS,TRC,MON
MON,GFAGFB,OSS,TRO,MON
MON,GFAGFB,OSS,VFB,MON
MON,GFAGFB,STA,TRO,MON
MON,GFAGFB,STB,TRO,MON
MON,GFAGFB,STC,TRO,MON
MON,GFAGFB,TEN,TEQ,MON
MON,GFAGFB,TEN,TRB,MON
MON,GFAGFB,TEN,TRC,MON
MON,GFAGFB,TEN,TRO,MON
MON,GFAGFB,TEN,VFB,MON
MON,GFAGFB,TEQ,TRB,MON
MON,GFAGFB,TEQ,TRC,MON
MON,GFAGFB,TEQ,TRO,MON
MON,GFAGFB,TEQ,VFB,MON
MON,GFAGFB,TRB,TRC,MON
MON,GFAGFB,TRB,TRO,MON
MON,GFAGFB,TRB,VFB,MON
MON,GFAGFB,TRC,TRO,MON
MON,GFAGFB,TRC,VFB,MON
MON,GFAGFB,TRO,VFB,MON
MON,GFC,KVB,NLNVAL,MON
MON,GFC,KVB,OSC,MON
MON,GFC,KVB,OSE,MON
MON,GFC,KVB,OSS,MON
MON,GFC,KVB,STA,MON
MON,GFC,KVB,STB,MON
MON,GFC,KVB,STC,MON
MON,GFC,MID,NLNVAL,MON
MON,GFC,MID,OSC,MON
MON,GFC,MID,OSE,MON
MON,GFC,MID,OSS,MON
MON,GFC,MID,STA,MON
MON,GFC,MID,STB,MON
MON,GFC,MID,STC,MON
MON,GFC,MID,TEN,MON
MON,GFC,MID,TEQ,MON
MON,GFC,MID,TRB,MON
MON,GFC,MID,TRC,MON
MON,GFC,MID,VFB,MON
MON,GFC,NLNVAL,OSC,MON
MON,GFC,NLNVAL,OSE,MON
MON,GFC,NLNVAL,OSO,MON
MON,GFC,NLNVAL,OSS,MON
MON,GFC,NLNVAL,STA,MON
MON,GFC,NLNVAL,STB,MON
MON,GFC,NLNVAL,STC,MON
MON,GFC,NLNVAL,TEN,MON
MON,GFC,NLNVAL,TEQ,MON
MON,GFC,NLNVAL,TRB,MON
MON,GFC,NLNVAL,TRC,MON
MON,GFC,NLNVAL,TRO,MON
MON,GFC,NLNVAL,VFB,MON
MON,GFC,OSC,OSE,MON
MON,GFC,OSC,OSO,MON
MON,GFC,OSC,OSS,MON
MON,GFC,OSC,STA,MON
MON,GFC,OSC,STB,MON
MON,GFC,OSC,STC,MON
MON,GFC,OSC,TEN,MON
MON,GFC,OSC,TEQ,MON
MON,GFC,OSC,TRB,MON
MON,GFC,OSC,TRC,MON
MON,GFC,OSC,VFB,MON
MON,GFC,OSE,OSO,MON
MON,GFC,OSE,OSS,MON
MON,GFC,OSE,STA,MON
MON,GFC,OSE,STB,MON
MON,GFC,OSE,STC,MON
MON,GFC,OSE,TEN,MON
MON,GFC,OSE,TEQ,MON
MON,GFC,OSE,TRB,MON
MON,GFC,OSE,TRC,MON
MON,GFC,OSE,TRO,MON
MON,GFC,OSE,VFB,MON
MON,GFC,OSO,OSS,MON
MON,GFC,OSO,STA,MON
MON,GFC,OSO,STB,MON
MON,GFC,OSO,STC,MON
MON,GFC,OSS,STA,MON
MON,GFC,OSS,STB,MON
MON,GFC,OSS,STC,MON
MON,GFC,OSS,TEN,MON
MON,GFC,OSS,TEQ,MON
MON,GFC,OSS,TRB,MON
MON,GFC,OSS,TRC,MON
MON,GFC,OSS,VFB,MON
MON,GFC,STA,STB,MON
MON,GFC,STA,STC,MON
MON,GFC,STA,TEN,MON
MON,GFC,STA,TEQ,MON
MON,GFC,STA,TRB,MON
MON,GFC,STA,TRC,MON
MON,GFC,STA,TRO,MON
MON,GFC,STA,VFB,MON
MON,GFC,STB,STC,MON
MON,GFC,STB,TEN,MON
MON,GFC,STB,TEQ,MON
MON,GFC,STB,TRB,MON
MON,GFC,STB,TRC,MON
MON,GFC,STB,TRO,MON
MON,GFC,STB,VFB,MON
MON,GFC,STC,TEN,MON
MON,GFC,STC,TEQ,MON
MON,GFC,STC,TRB,MON
MON,GFC,STC,TRC,MON
MON,GFC,STC,TRO,MON
MON,GFC,STC,VFB,MON
MON,GFC,TEN,TEQ,MON
MON,GFC,TEN,TRB,MON
MON,GFC,TEN,VFB,MON
MON,GFC,TEQ,TRB,MON
MON,GFC,TEQ,VFB,MON
MON,GFC,TRB,TRC,MON
MON,GFC,TRB,VFB,MON
MON,GFC,TRC,VFB,MON
MON,KVB,MID,NLNVAL,MON
MON,KVB,MID,OSE,MON
MON,KVB,MID,STB,MON
MON,KVB,MID,STC,MON
MON,KVB,NLNVAL,OSE,MON
MON,KVB,NLNVAL,OSS,MON
MON,KVB,NLNVAL,STA,MON
MON,KVB,NLNVAL,STB,MON
MON,KVB,NLNVAL,STC,MON
MON,KVB,OSC,OSE,MON
MON,KVB,OSC,STA,MON
MON,KVB,OSC,STB,MON
MON,KVB,OSC,STC,MON
MON,KVB,OSE,OSO,MON
MON,KVB,OSE,OSS,MON
MON,KVB,OSE,STA,MON
MON,KVB,OSE,STB,MON
MON,KVB,OSE,STC,MON
MON,KVB,OSE,TEN,MON
MON,KVB,OSE,TEQ,MON
MON,KVB,OSE,TRB,MON
MON,KVB,OSE,TRC,MON
MON,KVB,OSE,VFB,MON
MON,KVB,OSO,STB,MON
MON,KVB,OSO,STC,MON
MON,KVB,OSS,STA,MON
MON,KVB,OSS,STB,MON
MON,KVB,OSS,STC,MON
MON,KVB,STA,STB,MON
MON,KVB,STA,STC,MON
MON,KVB,STA,TEN,MON
MON,KVB,STA,TEQ,MON
MON,KVB,STA,TRB,MON
MON,KVB,STA,TRC,MON
MON,KVB,STA,VFB,MON
MON,KVB,STB,STC,MON
MON,KVB,STB,TEN,MON
MON,KVB,STB,TEQ,MON
MON,KVB,STB,TRB,MON
MON,KVB,STB,TRC,MON
MON,KVB,STB,VFB,MON
MON,KVB,STC,TEN,MON
MON,KVB,STC,TEQ,MON
MON,KVB,STC,TRB,MON
MON,KVB,STC,TRC,MON
MON,KVB,STC,VFB,MON
MON,MID,NLNVAL,OSC,MON
MON,MID,NLNVAL,OSE,MON
MON,MID,NLNVAL,OSO,MON
MON,MID,NLNVAL,OSS,MON
MON,MID,NLNVAL,STA,MON
MON,MID,NLNVAL,STB,MON
MON,MID,NLNVAL,STC,MON
MON,MID,NLNVAL,TEN,MON
MON,MID,NLNVAL,TEQ,MON
MON,MID,NLNVAL,TRB,MON
MON,MID,NLNVAL,TRC,MON
MON,MID,NLNVAL,VFB,MON
MON,MID,OSC,OSE,MON
MON,MID,OSC,STA,MON
MON,MID,OSC,STB,MON
MON,MID,OSC,STC,MON
MON,MID,OSE,OSO,MON
MON,MID,OSE,OSS,MON
MON,MID,OSE,STA,MON
MON,MID,OSE,STB,MON
MON,MID,OSE,STC,MON
MON,MID,OSE,TEN,MON
MON,MID,OSE,TEQ,MON
MON,MID,OSE,TRB,MON
MON,MID,OSE,TRC,MON
MON,MID,OSE,TRO,MON
MON,MID,OSE,VFB,MON
MON,MID,OSO,STB,MON
MON,MID,OSO,STC,MON
MON,MID,OSS,STA,MON
MON,MID,OSS,STB,MON
MON,MID,OSS,STC,MON
MON,MID,STA,STB,MON
MON,MID,STA,STC,MON
MON,MID,STA,TEN,MON
MON,MID,STA,TEQ,MON
MON,MID,STA,TRB,MON
MON,MID,STA,TRC,MON
MON,MID,STA,VFB,MON
MON,MID,STB,STC,MON
MON,MID,STB,TEN,MON
MON,MID,STB,TEQ,MON
MON,MID,STB,TRB,MON
MON,MID,STB,TRC,MON
MON,MID,STB,VFB,MON
MON,MID,STC,TEN,MON
MON,MID,STC,TEQ,MON
MON,MID,STC,TRB,MON
MON,MID,STC,TRC,MON
MON,MID,STC,VFB,MON
MON,NLNVAL,OSC,OSE,MON
MON,NLNVAL,OSC,OSS,MON
MON,NLNVAL,OSC,STA,MON
MON,NLNVAL,OSC,STB,MON
MON,NLNVAL,OSC,STC,MON
MON,NLNVAL,OSC,TEN,MON
MON,NLNVAL,OSC,TEQ,MON
MON,NLNVAL,OSC,TRB,MON
MON,NLNVAL,OSC,TRC,MON
MON,NLNVAL,OSC,VFB,MON
MON,NLNVAL,OSE,OSO,MON
MON,NLNVAL,OSE,OSS,MON
MON,NLNVAL,OSE,STA,MON
MON,NLNVAL,OSE,TEN,MON
MON,NLNVAL,OSE,TEQ,MON
MON,NLNVAL,OSE,TRB,MON
MON,NLNVAL,OSE,TRC,MON
MON,NLNVAL,OSE,TRO,MON
MON,NLNVAL,OSE,VFB,MON
MON,NLNVAL,OSO,OSS,MON
MON,NLNVAL,OSO,STA,MON
MON,NLNVAL,OSO,STB,MON
MON,NLNVAL,OSO,STC,MON
MON,NLNVAL,OSS,STA,MON
MON,NLNVAL,OSS,STB,MON
MON,NLNVAL,OSS,STC,MON
MON,NLNVAL,OSS,TEN,MON
MON,NLNVAL,OSS,TEQ,MON
MON,NLNVAL,OSS,TRB,MON
MON,NLNVAL,OSS,TRC,MON
MON,NLNVAL,OSS,TRO,MON
MON,NLNVAL,OSS,VFB,MON
MON,NLNVAL,STA,STB,MON
MON,NLNVAL,STA,STC,MON
MON,NLNVAL,STA,TEN,MON
MON,NLNVAL,STA,TEQ,MON
MON,NLNVAL,STA,TRB,MON
MON,NLNVAL,STA,TRC,MON
MON,NLNVAL,STA,TRO,MON
MON,NLNVAL,STA,VFB,MON
MON,NLNVAL,STB,STC,MON
MON,NLNVAL,STB,TEN,MON
MON,NLNVAL,STB,TEQ,MON
MON,NLNVAL,STB,TRB,MON
MON,NLNVAL,STB,TRC,MON
MON,NLNVAL,STB,TRO,MON
MON,NLNVAL,STB,VFB,MON
MON,NLNVAL,STC,TEN,MON
MON,NLNVAL,STC,TEQ,MON
MON,NLNVAL,STC,TRB,MON
MON,NLNVAL,STC,TRC,MON
MON,NLNVAL,STC,TRO,MON
MON,NLNVAL,STC,VFB,MON
MON,NLNVAL,TEN,VFB,MON
MON,NLNVAL,TEQ,VFB,MON
MON,NLNVAL,TRB,VFB,MON
MON,NLNVAL,TRC,VFB,MON
MON,NLNVAL,TRO,VFB,MON
MON,OSC,OSE,STA,MON
MON,OSC,OSE,STB,MON
MON,OSC,OSE,STC,MON
MON,OSC,OSO,STA,MON
MON,OSC,OSO,STB,MON
MON,OSC,OSO,STC,MON
MON,OSC,OSS,STA,MON
MON,OSC,OSS,STB,MON
MON,OSC,OSS,STC,MON
MON,OSC,STA,STB,MON
MON,OSC,STA,STC,MON
MON,OSC,STA,TEN,MON
MON,OSC,STA,TEQ,MON
MON,OSC,STA,TRB,MON
MON,OSC,STA,TRC,MON
MON,OSC,STA,VFB,MON
MON,OSC,STB,STC,MON
MON,OSC,STB,TEN,MON
MON,OSC,STB,TEQ,MON
MON,OSC,STB,TRB,MON
MON,OSC,STB,TRC,MON
MON,OSC,STB,TRO,MON
MON,OSC,STB,VFB,MON
MON,OSC,STC,TEN,MON
MON,OSC,STC,TEQ,MON
MON,OSC,STC,TRB,MON
MON,OSC,STC,TRC,MON
MON,OSC,STC,TRO,MON
MON,OSC,STC,VFB,MON
MON,OSE,OSO,OSS,MON
MON,OSE,OSO,STA,MON
MON,OSE,OSO,STB,MON
MON,OSE,OSO,STC,MON
MON,OSE,OSS,STA,MON
MON,OSE,OSS,STB,MON
MON,OSE,OSS,STC,MON
MON,OSE,STA,STB,MON
MON,OSE,STA,STC,MON
MON,OSE,STA,TEN,MON
MON,OSE,STA,TEQ,MON
MON,OSE,STA,TRB,MON
MON,OSE,STA,TRC,MON
MON,OSE,STA,TRO,MON
MON,OSE,STA,VFB,MON
MON,OSE,STB,TEN,MON
MON,OSE,STB,TEQ,MON
MON,OSE,STB,TRB,MON
MON,OSE,STB,TRC,MON
MON,OSE,STB,TRO,MON
MON,OSE,STB,VFB,MON
MON,OSE,STC,TEN,MON
MON,OSE,STC,TEQ,MON
MON,OSE,STC,TRB,MON
MON,OSE,STC,TRC,MON
MON,OSE,STC,TRO,MON
MON,OSE,STC,VFB,MON
MON,OSE,TEN,VFB,MON
MON,OSE,TEQ,VFB,MON
MON,OSE,TRB,VFB,MON
MON,OSE,TRC,VFB,MON
MON,OSE,TRO,VFB,MON
MON,OSO,OSS,STA,MON
MON,OSO,OSS,STB,MON
MON,OSO,OSS,STC,MON
MON,OSO,STA,STB,MON
MON,OSO,STA,STC,MON
MON,OSO,STA,TEN,MON
MON,OSO,STA,TEQ,MON
MON,OSO,STA,TRB,MON
MON,OSO,STA,TRC,MON
MON,OSO,STA,VFB,MON
MON,OSO,STB,STC,MON
MON,OSO,STB,TEN,MON
MON,OSO,STB,TEQ,MON
MON,OSO,STB,TRB,MON
MON,OSO,STB,TRC,MON
MON,OSO,STB,VFB,MON
MON,OSO,STC,TEN,MON
MON,OSO,STC,TEQ,MON
MON,OSO,STC,TRB,MON
MON,OSO,STC,TRC,MON
MON,OSO,STC,VFB,MON
MON,OSS,STA,STB,MON
MON,OSS,STA,STC,MON
MON,OSS,STA,TEN,MON
MON,OSS,STA,TEQ,MON
MON,OSS,STA,TRB,MON
MON,OSS,STA,TRC,MON
MON,OSS,STA,VFB,MON
MON,OSS,STB,STC,MON
MON,OSS,STB,TEN,MON
MON,OSS,STB,TEQ,MON
MON,OSS,STB,TRB,MON
MON,OSS,STB,TRC,MON
MON,OSS,STB,TRO,MON
MON,OSS,STB,VFB,MON
MON,OSS,STC,TEN,MON
MON,OSS,STC,TEQ,MON
MON,OSS,STC,TRB,MON
MON,OSS,STC,TRC,MON
MON,OSS,STC,TRO,MON
MON,OSS,STC,VFB,MON
MON,STA,STB,STC,MON
MON,STA,STB,TEN,MON
MON,STA,STB,TEQ,MON
MON,STA,STB,TRB,MON
MON,STA,STB,TRC,MON
MON,STA,STB,TRO,MON
MON,STA,STB,VFB,MON
MON,STA,STC,TEN,MON
MON,STA,STC,TEQ,MON
MON,STA,STC,TRB,MON
MON,STA,STC,TRC,MON
MON,STA,STC,TRO,MON
MON,STA,STC,VFB,MON
MON,STA,TEN,TEQ,MON
MON,STA,TEN,TRB,MON
MON,STA,TEN,TRC,MON
MON,STA,TEN,VFB,MON
MON,STA,TEQ,TRB,MON
MON,STA,TEQ,TRC,MON
MON,STA,TEQ,VFB,MON
MON,STA,TRB,TRC,MON
MON,STA,TRB,TRO,MON
MON,STA,TRB,VFB,MON
MON,STA,TRC,VFB,MON
MON,STB,STC,TEN,MON
MON,STB,STC,TEQ,MON
MON,STB,STC,TRB,MON
MON,STB,STC,TRC,MON
MON,STB,STC,TRO,MON
MON,STB,STC,VFB,MON
MON,STB,TEN,TEQ,MON
MON,STB,TEN,TRB,MON
MON,STB,TEN,TRC,MON
MON,STB,TEN,TRO,MON
MON,STB,TEN,VFB,MON
MON,STB,TEQ,TRB,MON
MON,STB,TEQ,TRC,MON
MON,STB,TEQ,TRO,MON
MON,STB,TEQ,VFB,MON
MON,STB,TRB,TRC,MON
MON,STB,TRB,TRO,MON
MON,STB,TRB,VFB,MON
MON,STB,TRC,TRO,MON
MON,STB,TRC,VFB,MON
MON,STB,TRO,VFB,MON
MON,STC,TEN,TEQ,MON
MON,STC,TEN,TRB,MON
MON,STC,TEN,TRC,MON
MON,STC,TEN,TRO,MON
MON,STC,TEN,VFB,MON
MON,STC,TEQ,TRB,MON
MON,STC,TEQ,TRC,MON
MON,STC,TEQ,TRO,MON
MON,STC,TEQ,VFB,MON
MON,STC,TRB,TRC,MON
MON,STC,TRB,TRO,MON
MON,STC,TRB,VFB,MON
MON,STC,TRC,TRO,MON
MON,STC,TRC,VFB,MON
MON,STC,TRO,VFB,MON
MON,TEN,TRB,TRC,MON
MON,TEQ,TRB,TRC,MON
MON,APT,ASL,DSA,KVB,MON
MON,APT,ASL,DSA,MID,MON
MON,APT,ASL,DSA,OSC,MON
MON,APT,ASL,DSA,OSO,MON
MON,APT,ASL,DSA,OSS,MON
MON,APT,ASL,DSA,TEN,MON
MON,APT,ASL,DSA,TEQ,MON
MON,APT,ASL,DSA,TRC,MON
MON,APT,ASL,DSA,TRO,MON
MON,APT,ASL,DSA,VFB,MON
MON,APT,ASL,DSS,KVB,MON
MON,APT,ASL,DSS,OSC,MON
MON,APT,ASL,DSS,OSO,MON
MON,APT,ASL,DSS,TEN,MON
MON,APT,ASL,DSS,TEQ,MON
MON,APT,ASL,DSS,TRC,MON
MON,APT,ASL,DSS,TRO,MON
MON,APT,ASL,DSS,VFB,MON
MON,APT,ASL,GFC,KVB,MON
MON,APT,ASL,GFC,MID,MON
MON,APT,ASL,GFC,OSC,MON
MON,APT,ASL,GFC,OSO,MON
MON,APT,ASL,GFC,OSS,MON
MON,APT,ASL,GFC,TEN,MON
MON,APT,ASL,GFC,TEQ,MON
MON,APT,ASL,GFC,TRB,MON
MON,APT,ASL,GFC,TRC,MON
MON,APT,ASL,GFC,TRO,MON
MON,APT,ASL,GFC,VFB,MON
MON,APT,ASL,KVB,MID,MON
MON,APT,ASL,KVB,NLNVAL,MON
MON,APT,ASL,KVB,OSC,MON
MON,APT,ASL,KVB,OSO,MON
MON,APT,ASL,KVB,OSS,MON
MON,APT,ASL,KVB,STA,MON
MON,APT,ASL,KVB,STB,MON
MON,APT,ASL,KVB,STC,MON
MON,APT,ASL,KVB,TEN,MON
MON,APT,ASL,KVB,TEQ,MON
MON,APT,ASL,KVB,TRB,MON
MON,APT,ASL,KVB,TRC,MON
MON,APT,ASL,KVB,TRO,MON
MON,APT,ASL,KVB,VFB,MON
MON,APT,ASL,MID,NLNVAL,MON
MON,APT,ASL,MID,OSC,MON
MON,APT,ASL,MID,OSO,MON
MON,APT,ASL,MID,OSS,MON
MON,APT,ASL,MID,STA,MON
MON,APT,ASL,MID,STB,MON
MON,APT,ASL,MID,TEN,MON
MON,APT,ASL,MID,TEQ,MON
MON,APT,ASL,MID,TRB,MON
MON,APT,ASL,MID,TRC,MON
MON,APT,ASL,MID,TRO,MON
MON,APT,ASL,MID,VFB,MON
MON,APT,ASL,NLNVAL,OSC,MON
MON,APT,ASL,NLNVAL,OSO,MON
MON,APT,ASL,NLNVAL,OSS,MON
MON,APT,ASL,NLNVAL,TEN,MON
MON,APT,ASL,NLNVAL,TEQ,MON
MON,APT,ASL,NLNVAL,TRC,MON
MON,APT,ASL,NLNVAL,TRO,MON
MON,APT,ASL,NLNVAL,VFB,MON
MON,APT,ASL,OSC,OSO,MON
MON,APT,ASL,OSC,OSS,MON
MON,APT,ASL,OSC,TEN,MON
MON,APT,ASL,OSC,TEQ,MON
MON,APT,ASL,OSC,TRB,MON
MON,APT,ASL,OSC,TRC,MON
MON,APT,ASL,OSC,TRO,MON
MON,APT,ASL,OSC,VFB,MON
MON,APT,ASL,OSE,TRO,MON
MON,APT,ASL,OSO,OSS,MON
MON,APT,ASL,OSO,STA,MON
MON,APT,ASL,OSO,STB,MON
MON,APT,ASL,OSO,TEN,MON
MON,APT,ASL,OSO,TEQ,MON
MON,APT,ASL,OSO,TRB,MON
MON,APT,ASL,OSO,TRC,MON
MON,APT,ASL,OSO,TRO,MON
MON,APT,ASL,OSO,VFB,MON
MON,APT,ASL,OSS,TEN,MON
MON,APT,ASL,OSS,TEQ,MON
MON,APT,ASL,OSS,TRB,MON
MON,APT,ASL,OSS,TRC,MON
MON,APT,ASL,OSS,TRO,MON
MON,APT,ASL,OSS,VFB,MON
MON,APT,ASL,STA,TEN,MON
MON,APT,ASL,STA,TEQ,MON
MON,APT,ASL,STA,TRB,MON
MON,APT,ASL,STA,TRC,MON
MON,APT,ASL,STA,TRO,MON
MON,APT,ASL,STA,VFB,MON
MON,APT,ASL,STB,TEN,MON
MON,APT,ASL,STB,TEQ,MON
MON,APT,ASL,STB,TRC,MON
MON,APT,ASL,STB,TRO,MON
MON,APT,ASL,STB,VFB,MON
MON,APT,ASL,STC,TEN,MON
MON,APT,ASL,STC,TEQ,MON
MON,APT,ASL,STC,TRC,MON
MON,APT,ASL,STC,TRO,MON
MON,APT,ASL,STC,VFB,MON
MON,APT,ASL,TEN,TEQ,MON
MON,APT,ASL,TEN,TRB,MON
MON,APT,ASL,TEN,TRC,MON
MON,APT,ASL,TEN,TRO,MON
MON,APT,ASL,TEN,VFB,MON
MON,APT,ASL,TEQ,TRB,MON
MON,APT,ASL,TEQ,TRC,MON
MON,APT,ASL,TEQ,TRO,MON
MON,APT,ASL,TEQ,VFB,MON
MON,APT,ASL,TRB,TRC,MON
MON,APT,ASL,TRB,TRO,MON
MON,APT,ASL,TRB,VFB,MON
MON,APT,ASL,TRC,TRO,MON
MON,APT,ASL,TRC,VFB,MON
MON,APT,ASL,TRO,VFB,MON
MON,APT,DAB,KVB,MID,MON
MON,APT,DAB,KVB,OSC,MON
MON,APT,DAB,KVB,OSO,MON
MON,APT,DAB,KVB,OSS,MON
MON,APT,DAB,KVB,TEN,MON
MON,APT,DAB,KVB,TEQ,MON
MON,APT,DAB,KVB,TRC,MON
MON,APT,DAB,KVB,TRO,MON
MON,APT,DAB,KVB,VFB,MON
MON,APT,DAB,MID,OSC,MON
MON,APT,DAB,MID,OSO,MON
MON,APT,DAB,MID,OSS,MON
MON,APT,DAB,MID,TEN,MON
MON,APT,DAB,MID,TEQ,MON
MON,APT,DAB,MID,TRC,MON
MON,APT,DAB,MID,TRO,MON
MON,APT,DAB,MID,VFB,MON
MON,APT,DAB,OSC,OSO,MON
MON,APT,DAB,OSC,TRO,MON
MON,APT,DAB,OSO,OSS,MON
MON,APT,DAB,OSO,TEN,MON
MON,APT,DAB,OSO,TEQ,MON
MON,APT,DAB,OSO,TRC,MON
MON,APT,DAB,OSO,TRO,MON
MON,APT,DAB,OSO,VFB,MON
MON,APT,DAB,OSS,TRO,MON
MON,APT,DAB,TEN,TRO,MON
MON,APT,DAB,TEQ,TRO,MON
MON,APT,DAB,TRC,TRO,MON
MON,APT,DAB,TRO,VFB,MON
MON,APT,DSA,DSS,KVB,MON
MON,APT,DSA,DSS,OSO,MON
MON,APT,DSA,DSS,TRO,MON
MON,APT,DSA,GFC,KVB,MON
MON,APT,DSA,GFC,MID,MON
MON,APT,DSA,GFC,OSC,MON
MON,APT,DSA,GFC,OSO,MON
MON,APT,DSA,GFC,OSS,MON
MON,APT,DSA,GFC,TEN,MON
MON,APT,DSA,GFC,TEQ,MON
MON,APT,DSA,GFC,TRC,MON
MON,APT,DSA,GFC,TRO,MON
MON,APT,DSA,GFC,VFB,MON
MON,APT,DSA,KVB,MID,MON
MON,APT,DSA,KVB,NLNVAL,MON
MON,APT,DSA,KVB,OSC,MON
MON,APT,DSA,KVB,OSO,MON
MON,APT,DSA,KVB,OSS,MON
MON,APT,DSA,KVB,STA,MON
MON,APT,DSA,KVB,STB,MON
MON,APT,DSA,KVB,STC,MON
MON,APT,DSA,KVB,TEN,MON
MON,APT,DSA,KVB,TEQ,MON
MON,APT,DSA,KVB,TRB,MON
MON,APT,DSA,KVB,TRC,MON
MON,APT,DSA,KVB,TRO,MON
MON,APT,DSA,KVB,VFB,MON
MON,APT,DSA,MID,OSC,MON
MON,APT,DSA,MID,OSO,MON
MON,APT,DSA,MID,OSS,MON
MON,APT,DSA,MID,TEN,MON
MON,APT,DSA,MID,TEQ,MON
MON,APT,DSA,MID,TRB,MON
MON,APT,DSA,MID,TRC,MON
MON,APT,DSA,MID,TRO,MON
MON,APT,DSA,MID,VFB,MON
MON,APT,DSA,NLNVAL,OSO,MON
MON,APT,DSA,NLNVAL,TRO,MON
MON,APT,DSA,OSC,OSO,MON
MON,APT,DSA,OSC,OSS,MON
MON,APT,DSA,OSC,TEN,MON
MON,APT,DSA,OSC,TEQ,MON
MON,APT,DSA,OSC,TRB,MON
MON,APT,DSA,OSC,TRC,MON
MON,APT,DSA,OSC,TRO,MON
MON,APT,DSA,OSC,VFB,MON
MON,APT,DSA,OSO,OSS,MON
MON,APT,DSA,OSO,TEN,MON
MON,APT,DSA,OSO,TEQ,MON
MON,APT,DSA,OSO,TRB,MON
MON,APT,DSA,OSO,TRC,MON
MON,APT,DSA,OSO,TRO,MON
MON,APT,DSA,OSO,VFB,MON
MON,APT,DSA,OSS,TEN,MON
MON,APT,DSA,OSS,TEQ,MON
MON,APT,DSA,OSS,TRB,MON
MON,APT,DSA,OSS,TRC,MON
